Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  2746	  0
15 	  14	  4	  10	  10	  0
14 	  15	  4	  10	  1879	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  1752	  0
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  2608	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  1846	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  1661	  0
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  2011	  0
11 	  10	  4	  10	  9	  0
10 	  11	  4	  10	  1469	  0
10 	  9	  4	  10	  9	  0
9 	  10	  4	  10	  1566	  0
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  1958	  0
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  1549	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  1720	  0
11 	  12	  1	  10	  5	  1
7 	  8	  0	  10	  31	  1
15 	  16	  0	  10	  23	  1
1 	  2	  1	  4	  4	  1
15 	  16	  1	  10	  10	  1
11 	  12	  0	  10	  2	  1
3 	  4	  0	  10	  13	  1
2 	  3	  1	  4	  4	  1
14 	  15	  1	  10	  4	  1
7 	  8	  1	  10	  11	  1
5 	  6	  1	  4	  4	  1
13 	  14	  1	  4	  4	  1
14 	  15	  1	  4	  8	  1

 TotalTx Number= 23000

 TotalReset Number= 6454
