Dst	Src	HeMcs	Txlevel	Num	isObss
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  30721	  0
5 	  4	  4	  10	  10	  0
4 	  5	  4	  10	  26130	  0
3 	  2	  4	  10	  15	  0
2 	  3	  4	  10	  28724	  0
2 	  1	  4	  10	  10	  0
1 	  2	  4	  10	  22842	  0
4 	  5	  1	  7	  211	  1
5 	  6	  1	  7	  2429	  1
9 	  8	  4	  10	  14	  0
8 	  9	  4	  10	  29094	  0
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  23120	  0
7 	  8	  1	  7	  252	  1
8 	  9	  1	  7	  1002	  1
2 	  3	  1	  7	  1130	  1
1 	  2	  1	  7	  276	  1

 TotalTx Number= 166000

 TotalReset Number= 29622
