Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  37594	  0
2 	  1	  4	  10	  10	  0
1 	  2	  4	  10	  29304	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  39464	  0
5 	  4	  4	  10	  10	  0
4 	  5	  4	  10	  33473	  0
5 	  6	  1	  7	  3443	  1
2 	  3	  1	  7	  2040	  1
1 	  2	  1	  7	  695	  1
9 	  8	  4	  10	  10	  0
8 	  9	  4	  10	  40456	  0
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  31933	  0
7 	  8	  1	  7	  698	  1
8 	  9	  1	  7	  2279	  1
4 	  5	  1	  7	  562	  1

 TotalTx Number= 222000

 TotalReset Number= 33017
