Dst	Src	HeMcs	Txlevel	Num	isObss
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  32505	  0
5 	  4	  4	  10	  9	  0
4 	  5	  4	  10	  26517	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  39683	  0
5 	  6	  1	  7	  1539	  1
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  32108	  0
9 	  8	  4	  10	  10	  0
8 	  9	  4	  10	  39154	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  30655	  0
2 	  3	  1	  7	  2491	  1
1 	  2	  1	  7	  575	  1
4 	  5	  1	  7	  509	  1
8 	  9	  1	  7	  1693	  1
7 	  8	  1	  7	  514	  1

 TotalTx Number= 208000

 TotalReset Number= 28542
