Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.750s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	15	15.6	15.4	15	14.4	12.6
61	0	0	569.6	828.8	339.2	505.6
62	0	0	470.4	588.8	512	793.6
63	0	0	739.2	566.4	774.4	451.2
64	0	0	528	694.4	774.4	700.8
65	0	0	704	774.4	620.8	723.2
66	0	0	723.2	704	902.4	649.6
67	0	0	476.8	681.6	640	496
68	0	0	588.8	681.6	294.4	732.8
69	0	0	649.6	678.4	579.2	899.2
70	0	0	652.8	636.8	681.6	566.4
71	0	0	550.4	758.4	691.2	521.6
72	0	0	416	544	572.8	774.4
73	0	0	515.2	611.2	528	636.8
74	0	0	646.4	528	672	508.8
75	0	0	620.8	464	640	764.8
76	0	0	800	630.4	684.8	364.8
77	0	0	668.8	755.2	790.4	710.4
78	0	0	460.8	668.8	444.8	800
79	0	0	739.2	556.8	796.8	640
80	0	0	585.6	496	777.6	547.2
81	0	0	640	739.2	681.6	556.8
82	0	0	675.2	723.2	707.2	588.8
83	0	0	560	604.8	598.4	681.6
84	0	0	736	816	608	793.6
85	0	0	499.2	582.4	502.4	598.4
86	0	0	665.6	572.8	512	329.6
87	0	0	524.8	668.8	569.6	713.6
88	0	0	739.2	662.4	553.6	688
89	0	0	448	752	668.8	790.4
90	0	0	598.4	624	499.2	649.6
avg	0	0	606.4	653.12	620.587	639.253
delay	0.293333	0.269231	3.45	1.45066	1.74857	1.7563
loss	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=5e6', '--ratio=0.375', '--RngRun=41', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
