Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.726s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	14.8	11.6	12.8	15.6	14.6	14.8
61	0	0	2659.2	1907.2	2480	1804.8
62	0	0	2387.2	1459.2	1856	2323.2
63	0	0	1753.6	1532.8	1481.6	1875.2
64	0	0	1705.6	1475.2	2051.2	2272
65	0	0	2112	1948.8	1878.4	1968
66	0	0	1539.2	1804.8	1849.6	1625.6
67	0	0	1820.8	1568	1923.2	1884.8
68	0	0	1609.6	1334.4	1728	1964.8
69	0	0	1696	1606.4	1958.4	1670.4
70	0	0	1504	2083.2	1584	1897.6
71	0	0	1756.8	1792	1667.2	1785.6
72	0	0	1737.6	1715.2	1571.2	2108.8
73	0	0	1702.4	1891.2	1712	1446.4
74	0	0	2230.4	1475.2	1856	1862.4
75	0	0	1465.6	1705.6	1744	1872
76	0	0	2115.2	2057.6	1542.4	1881.6
77	0	0	2665.6	1462.4	1417.6	2070.4
78	0	0	1817.6	2185.6	1414.4	1862.4
79	0	0	1507.2	2041.6	1785.6	2217.6
80	0	0	1766.4	1772.8	1724.8	1801.6
81	0	0	1635.2	1856	1718.4	1619.2
82	0	0	1740.8	1852.8	1779.2	1555.2
83	0	0	1856	1683.2	2278.4	1564.8
84	0	0	1411.2	2150.4	1878.4	1971.2
85	0	0	1481.6	1529.6	2499.2	2166.4
86	0	0	1718.4	1411.2	2828.8	1734.4
87	0	0	1536	2067.2	1952	1750.4
88	0	0	1984	1664	1510.4	2038.4
89	0	0	2182.4	1884.8	1526.4	1497.6
90	0	0	2678.4	2185.6	2268.8	1116.8
avg	0	0	1859.2	1770.13	1848.85	1840.32
delay	0.256757	0.258621	529.923	534.733	524.475	532.666
loss	0	0	0.327903	0.600104	0.29156	0.592982
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=30e6', '--ratio=0.375', '--RngRun=26', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
