Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.718s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	11.4	14	16.6	15	12.8	14.8
61	0	0	2774.4	1772.8	2236.8	2268.8
62	0	0	1699.2	2003.2	1913.6	2086.4
63	0	0	1411.2	1731.2	1590.4	1360
64	0	0	1843.2	1737.6	1520	2038.4
65	0	0	1609.6	1952	1580.8	1548.8
66	0	0	1321.6	1990.4	1888	2076.8
67	0	0	1689.6	1824	1990.4	1785.6
68	0	0	1712	1379.2	1769.6	2102.4
69	0	0	1488	1731.2	1542.4	2032
70	0	0	1830.4	1612.8	1462.4	1328
71	0	0	1804.8	1830.4	1577.6	1600
72	0	0	1776	1283.2	1980.8	1660.8
73	0	0	1366.4	1680	1910.4	1920
74	0	0	1459.2	1587.2	1596.8	1552
75	0	0	1817.6	1542.4	1395.2	1552
76	0	0	1763.2	1696	1676.8	1513.6
77	0	0	1392	1753.6	1932.8	1939.2
78	0	0	1907.2	1401.6	1459.2	2025.6
79	0	0	1318.4	1600	1840	1955.2
80	0	0	1744	1676.8	1827.2	1945.6
81	0	0	1676.8	1398.4	1705.6	1737.6
82	0	0	1776	1449.6	1443.2	1891.2
83	0	0	1603.2	1561.6	1734.4	1225.6
84	0	0	1398.4	1926.4	1574.4	1702.4
85	0	0	1808	1273.6	1676.8	1833.6
86	0	0	1673.6	1926.4	1574.4	1548.8
87	0	0	1654.4	1414.4	1635.2	1916.8
88	0	0	1689.6	1740.8	1264	1462.4
89	0	0	1299.2	1603.2	1792	1600
90	0	0	1379.2	1836.8	1638.4	1609.6
avg	0	0	1656.21	1663.89	1690.99	1760.64
delay	0.245614	0.257143	557.314	578.164	570.854	567.189
loss	0	0	0.475265	0.725717	0.720183	0.42344
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=35e6', '--ratio=0.375', '--RngRun=13', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
