Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.729s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	14.8	11.6	12.8	15.6	14.6	14.8
61	0	0	2108.8	1379.2	2022.4	1830.4
62	0	0	2419.2	2598.4	2092.8	2179.2
63	0	0	1884.8	1785.6	1888	2128
64	0	0	1798.4	1388.8	1971.2	1760
65	0	0	1712	2041.6	1776	1846.4
66	0	0	1888	2211.2	1862.4	2560
67	0	0	2326.4	1664	2080	1856
68	0	0	1785.6	1465.6	2358.4	2368
69	0	0	2102.4	2121.6	2124.8	1888
70	0	0	2105.6	2169.6	2060.8	2092.8
71	0	0	2195.2	2179.2	1651.2	2137.6
72	0	0	2041.6	1862.4	1836.8	1920
73	0	0	2355.2	1910.4	2083.2	2096
74	0	0	1872	1977.6	2115.2	2051.2
75	0	0	1728	1824	1532.8	1977.6
76	0	0	2067.2	1779.2	1456	1462.4
77	0	0	1619.2	2038.4	2118.4	2086.4
78	0	0	1872	1948.8	1296	2054.4
79	0	0	1760	1344	1689.6	2256
80	0	0	1481.6	2742.4	2057.6	1827.2
81	0	0	2323.2	1939.2	1612.8	2054.4
82	0	0	2355.2	1561.6	2208	1324.8
83	0	0	1728	2041.6	1993.6	1542.4
84	0	0	1222.4	1782.4	2000	1971.2
85	0	0	1974.4	1497.6	2016	2057.6
86	0	0	1280	1536	2416	2163.2
87	0	0	2006.4	1763.2	2035.2	2105.6
88	0	0	2691.2	2281.6	1286.4	1664
89	0	0	2380.8	1552	1344	1158.4
90	0	0	1840	1996.8	2672	1843.2
avg	0	0	1964.16	1879.47	1921.92	1942.08
delay	0.256757	0.258621	9.04064	11.0101	8.66029	10.3277
loss	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=15e6', '--ratio=0.375', '--RngRun=26', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
