Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.639s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	17	15	15.8	11.6	14.6	15.6
61	0	0	2457.6	2281.6	1929.6	2620.8
62	0	0	2441.6	2028.8	2006.4	2825.6
63	0	0	1843.2	2134.4	2220.8	2643.2
64	0	0	1734.4	2201.6	2387.2	1462.4
65	0	0	1625.6	1779.2	1961.6	2358.4
66	0	0	2726.4	2486.4	1904	1318.4
67	0	0	1603.2	1776	1689.6	2067.2
68	0	0	2294.4	1273.6	2211.2	2339.2
69	0	0	1632	2166.4	2236.8	2307.2
70	0	0	2134.4	2012.8	1907.2	1606.4
71	0	0	2044.8	2435.2	1593.6	1443.2
72	0	0	2000	2012.8	3139.2	1616
73	0	0	2316.8	2400	1574.4	2131.2
74	0	0	2124.8	2678.4	1692.8	1910.4
75	0	0	2211.2	2006.4	1875.2	2614.4
76	0	0	1465.6	1385.6	2646.4	2550.4
77	0	0	1929.6	2112	2035.2	2300.8
78	0	0	1852.8	2502.4	1904	2073.6
79	0	0	2416	1756.8	2115.2	1900.8
80	0	0	1625.6	2531.2	2300.8	1456
81	0	0	2278.4	2316.8	2192	1916.8
82	0	0	1846.4	1804.8	2054.4	2355.2
83	0	0	1526.4	1683.2	2588.8	1651.2
84	0	0	2707.2	2310.4	1628.8	1817.6
85	0	0	1699.2	2454.4	2137.6	2291.2
86	0	0	1574.4	1785.6	2329.6	2262.4
87	0	0	2057.6	2387.2	2035.2	2352
88	0	0	1363.2	1820.8	3059.2	2060.8
89	0	0	2428.8	1782.4	1459.2	2419.2
90	0	0	1750.4	1907.2	2156.8	1811.2
avg	0	0	1990.4	2073.81	2099.09	2082.77
delay	0.258824	0.266667	479.84	480.827	482.883	478.596
loss	0	0	0.112422	0.117647	0.142244	0.123888
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=25e6', '--ratio=0.375', '--RngRun=10', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
