Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.720s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	16.6	15	10.6	16.4	14.2	12.8
61	0	0	371.2	454.4	502.4	470.4
62	0	0	844.8	483.2	710.4	496
63	0	0	771.2	566.4	745.6	643.2
64	0	0	809.6	582.4	492.8	630.4
65	0	0	627.2	595.2	515.2	633.6
66	0	0	790.4	515.2	608	816
67	0	0	748.8	534.4	665.6	585.6
68	0	0	768	566.4	470.4	662.4
69	0	0	684.8	556.8	828.8	662.4
70	0	0	451.2	531.2	710.4	713.6
71	0	0	716.8	588.8	588.8	518.4
72	0	0	649.6	515.2	630.4	780.8
73	0	0	787.2	636.8	550.4	524.8
74	0	0	617.6	643.2	729.6	640
75	0	0	665.6	684.8	803.2	758.4
76	0	0	857.6	419.2	640	576
77	0	0	723.2	624	694.4	534.4
78	0	0	592	553.6	902.4	726.4
79	0	0	745.6	848	665.6	534.4
80	0	0	678.4	873.6	592	553.6
81	0	0	700.8	659.2	627.2	934.4
82	0	0	508.8	553.6	563.2	403.2
83	0	0	716.8	435.2	374.4	732.8
84	0	0	438.4	556.8	608	534.4
85	0	0	598.4	595.2	630.4	684.8
86	0	0	748.8	499.2	563.2	579.2
87	0	0	550.4	528	412.8	668.8
88	0	0	598.4	716.8	566.4	627.2
89	0	0	444.8	576	803.2	697.6
90	0	0	544	732.8	790.4	528
avg	0	0	658.347	587.52	632.853	628.373
delay	0.253012	0.253333	3.4832	1.47535	1.3871	1.79841
loss	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=5e6', '--ratio=0.375', '--RngRun=20', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
