Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.777s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	17.8	13.6	13.8	18.6	14.6	15.8
61	0	0	1753.6	2230.4	2480	1756.8
62	0	0	2198.4	2636.8	2089.6	2694.4
63	0	0	2496	1900.8	2659.2	2441.6
64	0	0	2313.6	2992	2105.6	2160
65	0	0	2374.4	1513.6	2457.6	2857.6
66	0	0	2336	1568	2588.8	2614.4
67	0	0	2876.8	2886.4	1782.4	1603.2
68	0	0	2512	3184	1792	1920
69	0	0	2873.6	1699.2	2153.6	2512
70	0	0	1744	3033.6	2425.6	2169.6
71	0	0	2444.8	1984	2403.2	2083.2
72	0	0	1990.4	2368	2092.8	2790.4
73	0	0	2281.6	2352	2083.2	2633.6
74	0	0	2457.6	1443.2	2505.6	2678.4
75	0	0	2265.6	2649.6	2300.8	2006.4
76	0	0	2505.6	2268.8	2096	2550.4
77	0	0	2022.4	2310.4	2249.6	2713.6
78	0	0	2540.8	2518.4	2358.4	2131.2
79	0	0	2966.4	2444.8	2115.2	1852.8
80	0	0	1484.8	2403.2	2236.8	2608
81	0	0	2694.4	2451.2	2243.2	1801.6
82	0	0	1929.6	2521.6	2076.8	2288
83	0	0	2076.8	1804.8	2144	2451.2
84	0	0	2038.4	2112	2665.6	1948.8
85	0	0	2160	2326.4	2492.8	2620.8
86	0	0	2246.4	2150.4	2720	2396.8
87	0	0	2956.8	1884.8	3001.6	1820.8
88	0	0	2185.6	2297.6	2467.2	2038.4
89	0	0	1664	2355.2	2876.8	2400
90	0	0	2348.8	2803.2	2252.8	2131.2
avg	0	0	2291.31	2303.15	2330.56	2289.17
delay	0.258427	0.25	426.248	420.122	421.311	421.693
loss	0	0	0.0217984	0.0485216	0.00814815	0.0509225
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=20e6', '--ratio=0.375', '--RngRun=6', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
