Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.788s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	14	15.6	16.8	14.6	17.4	16.2	14	17.2	15.8	13.4	15.6	12.4
61	476.8	659.2	0	0	806.4	512	896	992	822.4	742.4	1036.8	723.2
62	816	636.8	0	0	1120	896	806.4	806.4	828.8	761.6	972.8	774.4
63	1174.4	758.4	0	0	876.8	979.2	803.2	640	848	1033.6	873.6	665.6
64	723.2	611.2	0	0	1129.6	710.4	892.8	732.8	860.8	742.4	892.8	902.4
65	931.2	934.4	0	0	848	832	796.8	816	803.2	771.2	640	640
66	793.6	947.2	0	0	761.6	1065.6	736	800	739.2	988.8	662.4	614.4
67	793.6	710.4	0	0	748.8	768	956.8	659.2	739.2	579.2	1126.4	784
68	723.2	819.2	0	0	899.2	857.6	681.6	556.8	694.4	771.2	768	908.8
69	707.2	867.2	0	0	857.6	1068.8	649.6	668.8	828.8	716.8	467.2	873.6
70	486.4	585.6	0	0	768	579.2	796.8	1004.8	1004.8	953.6	678.4	956.8
71	790.4	896	0	0	982.4	598.4	1116.8	723.2	579.2	848	966.4	742.4
72	825.6	537.6	0	0	505.6	732.8	1126.4	1126.4	732.8	675.2	729.6	636.8
73	940.8	928	0	0	704	864	982.4	588.8	873.6	953.6	828.8	422.4
74	713.6	684.8	0	0	710.4	960	848	524.8	835.2	691.2	992	809.6
75	969.6	822.4	0	0	659.2	739.2	640	956.8	873.6	713.6	768	896
76	883.2	947.2	0	0	1075.2	825.6	659.2	361.6	732.8	672	819.2	902.4
77	790.4	953.6	0	0	579.2	822.4	1078.4	662.4	864	748.8	851.2	739.2
78	1142.4	758.4	0	0	748.8	905.6	883.2	790.4	889.6	771.2	662.4	787.2
79	691.2	870.4	0	0	652.8	844.8	796.8	854.4	848	710.4	755.2	723.2
80	992	857.6	0	0	566.4	640	921.6	921.6	752	768	848	816
81	883.2	592	0	0	716.8	758.4	1059.2	835.2	1040	595.2	656	908.8
82	851.2	940.8	0	0	643.2	876.8	988.8	633.6	803.2	883.2	739.2	816
83	953.6	844.8	0	0	940.8	755.2	553.6	1008	681.6	585.6	928	764.8
84	758.4	873.6	0	0	1152	835.2	694.4	803.2	691.2	681.6	819.2	736
85	630.4	736	0	0	665.6	1094.4	544	1126.4	723.2	915.2	579.2	864
86	857.6	736	0	0	739.2	716.8	688	803.2	1113.6	966.4	688	716.8
87	976	806.4	0	0	675.2	713.6	604.8	892.8	819.2	809.6	985.6	832
88	745.6	688	0	0	851.2	828.8	601.6	643.2	860.8	620.8	918.4	1011.2
89	384	960	0	0	953.6	982.4	694.4	892.8	764.8	716.8	1052.8	502.4
90	816	617.6	0	0	880	748.8	828.8	742.4	873.6	700.8	832	912
avg	807.36	786.027	0	0	807.253	817.067	810.88	785.6	817.387	769.6	817.92	779.413
delay	458.262	465.027	0.261905	0.369863	456.626	464.714	469.139	455.474	468.91	468.604	459.19	471.478
loss	0.0645161	0.0613861	0	0	0.204797	0.150602	0.0608696	0.175869	0.0516854	0.06875	0.0707269	0.083691
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=20e6', '--ratio=0.375', '--RngRun=47', '--locationFile=locationtxt/locationFile42b1.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
