Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.800s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	15.4	17.2	12.8	15.8	14.6	17.6	14	14	18.8	17	13.4	16.6
61	742.4	528	0	0	521.6	640	796.8	841.6	771.2	675.2	803.2	480
62	508.8	768	0	0	729.6	646.4	640	652.8	854.4	739.2	752	534.4
63	816	691.2	0	0	806.4	886.4	787.2	780.8	960	627.2	995.2	537.6
64	982.4	889.6	0	0	784	867.2	656	649.6	800	694.4	489.6	470.4
65	636.8	566.4	0	0	646.4	691.2	848	668.8	697.6	899.2	790.4	694.4
66	726.4	800	0	0	726.4	803.2	800	864	828.8	956.8	681.6	608
67	870.4	825.6	0	0	678.4	886.4	736	828.8	649.6	595.2	742.4	723.2
68	828.8	796.8	0	0	979.2	870.4	992	992	742.4	595.2	627.2	713.6
69	854.4	902.4	0	0	860.8	576	812.8	646.4	873.6	752	886.4	713.6
70	547.2	710.4	0	0	732.8	947.2	819.2	601.6	668.8	556.8	531.2	774.4
71	681.6	806.4	0	0	672	739.2	656	739.2	681.6	592	937.6	659.2
72	736	518.4	0	0	764.8	662.4	899.2	585.6	867.2	1091.2	854.4	806.4
73	409.6	816	0	0	812.8	944	636.8	732.8	908.8	732.8	771.2	640
74	691.2	803.2	0	0	966.4	924.8	880	828.8	800	780.8	745.6	582.4
75	774.4	752	0	0	732.8	707.2	838.4	576	819.2	761.6	748.8	928
76	752	761.6	0	0	780.8	889.6	649.6	924.8	892.8	668.8	793.6	764.8
77	700.8	742.4	0	0	444.8	636.8	668.8	780.8	790.4	636.8	806.4	544
78	640	896	0	0	588.8	736	841.6	672	534.4	652.8	777.6	918.4
79	912	870.4	0	0	544	656	544	636.8	560	736	899.2	569.6
80	774.4	531.2	0	0	720	838.4	627.2	572.8	675.2	576	713.6	713.6
81	889.6	704	0	0	473.6	675.2	777.6	816	844.8	790.4	736	825.6
82	646.4	723.2	0	0	803.2	761.6	745.6	739.2	508.8	995.2	838.4	656
83	601.6	803.2	0	0	822.4	764.8	659.2	876.8	876.8	880	652.8	780.8
84	800	659.2	0	0	963.2	672	662.4	803.2	864	854.4	681.6	739.2
85	540.8	857.6	0	0	908.8	614.4	595.2	736	796.8	656	473.6	784
86	752	492.8	0	0	697.6	886.4	656	681.6	835.2	825.6	787.2	880
87	774.4	838.4	0	0	585.6	646.4	915.2	688	832	800	896	595.2
88	633.6	665.6	0	0	758.4	835.2	931.2	822.4	716.8	662.4	704	659.2
89	883.2	979.2	0	0	716.8	864	764.8	572.8	870.4	998.4	841.6	761.6
90	960	707.2	0	0	688	518.4	652.8	809.6	931.2	694.4	700.8	604.8
avg	735.573	746.88	0	0	730.347	759.573	749.653	737.387	781.76	749.227	755.307	688.747
delay	9.43224	8.90453	0.40625	0.291139	9.89578	10.1805	11.8142	9.91209	8.47411	9.47436	9.8103	12.4301
loss	0	0	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=15e6', '--ratio=0.375', '--RngRun=34', '--locationFile=locationtxt/locationFile42b1.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
