Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (9.871s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	17	11.6	12.8	15.4
61	3744	3752	3760	3760
62	3776	3768	3768	3760
63	3768	3768	3768	3768
64	3768	3776	3768	3760
65	3768	3768	3776	3792
66	3792	3776	3768	3768
67	3768	3768	3768	3768
68	3768	3768	3768	3768
69	3752	3768	3776	3776
70	3776	3768	3768	3760
71	3784	3776	3768	3776
72	3768	3768	3768	3768
73	3752	3768	3776	3776
74	3792	3776	3768	3768
75	3768	3768	3768	3768
76	3768	3784	3784	3768
77	3776	3760	3760	3776
78	3768	3768	3768	3768
79	3768	3768	3768	3768
80	3768	3784	3784	3768
81	3776	3768	3776	3784
82	3784	3776	3768	3776
83	3768	3784	3784	3768
84	3776	3760	3760	3776
85	3768	3768	3768	3768
86	3768	3784	3784	3768
87	3776	3768	3776	3784
88	3768	3768	3768	3768
89	3784	3776	3768	3776
90	3752	3768	3776	3776
91	3792	3776	3768	3768
92	3768	3784	3784	3768
93	3768	3768	3768	3768
94	3776	3768	3776	3784
95	3768	3768	3768	3768
96	3768	3776	3768	3760
97	3768	3768	3776	3792
98	3776	3768	3768	3760
99	3768	3768	3768	3768
100	3768	3776	3768	3760
101	3768	3768	3776	3792
102	3776	3768	3768	3760
103	3768	3768	3768	3768
104	3784	3776	3768	3776
105	3752	3768	3776	3776
106	3776	3768	3768	3760
107	3768	3768	3768	3768
108	3768	3776	3768	3760
109	3768	3768	3776	3792
110	3792	3776	3768	3768
111	3768	3768	3768	3768
112	3752	3768	3776	3776
113	3776	3768	3768	3760
114	3768	3768	3768	3768
115	3784	3776	3768	3776
116	3776	3776	3776	3776
117	3768	3768	3768	3768
118	3768	3768	3768	3768
119	3768	3768	3768	3768
120	3752	3768	3776	3776
avg	3770.53	3770.67	3770.8	3770.8
delay	683.637	686.607	681.852	682.359
loss	0.366816	0.366541	0.367093	0.367051
Command ['/home/synrg/Documents/Jiaming/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=true', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs3', '--datarate=6e6', '--RngRun=89'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
