Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (8.776s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	12.2	17	14.6	11.8	15.6	13.4	0	0	14	0	13.2	0	17	0	13.4	13.2	14.8	0	15.6	0
61	296	296	296	296	296	296	0	0	288	0	288	0	288	0	288	288	288	0	288	0
62	296	296	296	296	296	296	0	0	304	0	304	0	304	0	304	304	304	0	304	0
63	304	304	304	304	304	296	0	0	296	0	296	0	288	0	288	280	296	0	296	0
64	296	296	296	296	296	304	0	0	304	0	296	0	312	0	296	312	296	0	296	0
65	304	304	304	304	304	304	0	0	304	0	296	0	296	0	288	288	304	0	296	0
66	296	296	296	296	296	288	0	0	296	0	296	0	304	0	304	304	304	0	296	0
67	304	304	304	304	304	296	0	0	304	0	296	0	296	0	296	288	296	0	304	0
68	296	296	296	296	296	296	0	0	296	0	304	0	304	0	304	304	304	0	304	0
69	304	304	304	304	304	296	0	0	296	0	296	0	296	0	296	296	296	0	296	0
70	296	296	296	296	296	296	0	0	304	0	288	0	304	0	304	304	304	0	304	0
71	304	304	304	304	296	280	0	0	296	0	280	0	296	0	288	296	296	0	296	0
72	296	296	296	296	304	312	0	0	304	0	304	0	304	0	304	304	304	0	304	0
73	304	304	304	304	304	304	0	0	304	0	296	0	296	0	296	288	288	0	296	0
74	296	296	296	296	280	288	0	0	264	0	288	0	296	0	288	272	296	0	304	0
75	304	304	304	304	312	312	0	0	304	0	312	0	304	0	312	280	296	0	296	0
76	296	296	296	296	296	296	0	0	296	0	304	0	304	0	304	304	304	0	304	0
77	304	304	304	304	304	304	0	0	296	0	296	0	296	0	296	296	296	0	296	0
78	296	296	296	296	288	296	0	0	296	0	296	0	304	0	304	304	288	0	288	0
79	304	304	304	304	304	296	0	0	304	0	304	0	296	0	296	296	296	0	296	0
80	296	296	296	296	296	296	0	0	296	0	304	0	304	0	304	296	304	0	304	0
81	304	304	304	304	296	288	0	0	304	0	288	0	296	0	296	296	312	0	312	0
82	296	296	296	296	288	312	0	0	288	0	296	0	304	0	296	288	288	0	280	0
83	304	304	304	304	304	304	0	0	288	0	304	0	296	0	304	304	312	0	320	0
84	296	296	296	296	296	296	0	0	296	0	304	0	304	0	304	296	304	0	304	0
85	304	304	304	304	304	296	0	0	304	0	296	0	296	0	296	296	296	0	296	0
86	296	296	296	296	296	296	0	0	296	0	304	0	304	0	296	304	304	0	304	0
87	304	304	304	304	304	304	0	0	304	0	296	0	296	0	296	296	296	0	296	0
88	296	296	296	296	296	296	0	0	296	0	296	0	304	0	304	296	296	0	296	0
89	304	304	304	304	304	304	0	0	296	0	296	0	296	0	296	304	304	0	304	0
90	296	296	296	296	296	296	0	0	304	0	304	0	304	0	304	304	304	0	304	0
91	304	304	304	304	296	304	0	0	296	0	296	0	296	0	296	288	296	0	296	0
92	296	296	296	296	296	296	0	0	304	0	296	0	304	0	304	304	304	0	304	0
93	304	304	304	304	296	304	0	0	296	0	296	0	296	0	296	296	296	0	296	0
94	296	296	296	296	296	296	0	0	304	0	304	0	296	0	304	304	304	0	304	0
95	304	296	296	296	288	288	0	0	288	0	288	0	296	0	296	288	296	0	296	0
96	296	304	304	304	296	312	0	0	296	0	304	0	304	0	296	296	304	0	304	0
97	304	304	304	304	304	304	0	0	296	0	296	0	296	0	296	296	296	0	296	0
98	296	296	296	296	296	296	0	0	304	0	304	0	304	0	304	296	304	0	304	0
99	304	304	304	304	304	296	0	0	288	0	288	0	296	0	296	288	296	0	296	0
100	296	296	296	296	296	296	0	0	304	0	312	0	304	0	304	280	304	0	304	0
101	304	304	304	304	304	312	0	0	304	0	288	0	296	0	288	288	296	0	296	0
102	296	296	296	296	296	296	0	0	288	0	296	0	296	0	288	280	296	0	296	0
103	304	304	304	304	304	304	0	0	312	0	304	0	304	0	312	312	304	0	304	0
104	296	296	296	296	296	296	0	0	296	0	304	0	304	0	304	304	304	0	304	0
105	304	304	304	304	304	304	0	0	296	0	296	0	296	0	296	296	296	0	296	0
106	296	296	296	296	296	296	0	0	280	0	304	0	304	0	304	304	304	0	296	0
107	304	304	304	304	304	296	0	0	296	0	296	0	296	0	296	296	280	0	280	0
108	296	296	296	296	288	304	0	0	304	0	304	0	304	0	304	296	320	0	328	0
109	304	304	304	304	304	304	0	0	304	0	296	0	296	0	296	296	296	0	296	0
110	296	296	296	296	296	296	0	0	296	0	304	0	304	0	296	304	304	0	304	0
111	304	304	304	304	304	304	0	0	304	0	296	0	296	0	296	296	296	0	296	0
112	296	296	296	296	296	296	0	0	288	0	304	0	304	0	304	280	296	0	296	0
113	304	304	304	304	304	296	0	0	304	0	296	0	296	0	296	304	304	0	304	0
114	296	296	296	296	296	296	0	0	296	0	304	0	304	0	304	304	304	0	304	0
115	304	304	304	304	304	304	0	0	304	0	296	0	296	0	296	288	296	0	296	0
116	296	296	296	296	296	280	0	0	296	0	296	0	304	0	304	304	304	0	304	0
117	304	304	304	304	304	304	0	0	296	0	304	0	296	0	296	296	296	0	296	0
118	296	296	296	296	296	296	0	0	296	0	296	0	296	0	296	288	288	0	296	0
119	304	304	304	304	304	304	0	0	312	0	296	0	304	0	304	296	304	0	304	0
120	296	296	296	296	296	296	0	0	296	0	304	0	304	0	304	304	296	0	296	0
avg	299.867	299.867	299.867	299.867	298.667	298.667	0	0	297.867	0	298.267	0	299.733	0	298.8	296	299.333	0	299.6	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs2', '--datarate=3e5', '--clNum=20', '--RngRun=2'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
