Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (11.702s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	15.4	12.6	15.6	12
61	3760	3752	3744	3760
62	3768	3784	3776	3776
63	3768	3768	3768	3768
64	3776	3768	3784	3776
65	3768	3768	3768	3768
66	3768	3776	3760	3768
67	3776	3768	3784	3776
68	3784	3776	3768	3776
69	3768	3760	3768	3776
70	3752	3776	3776	3768
71	3776	3768	3768	3760
72	3784	3776	3768	3776
73	3768	3760	3768	3776
74	3776	3784	3776	3768
75	3752	3760	3768	3760
76	3784	3776	3768	3776
77	3768	3784	3776	3776
78	3776	3760	3768	3768
79	3768	3768	3768	3768
80	3768	3776	3784	3776
81	3768	3776	3760	3768
82	3776	3760	3768	3768
83	3768	3776	3784	3776
84	3768	3776	3776	3784
85	3768	3768	3768	3768
86	3792	3776	3768	3768
87	3768	3760	3768	3776
88	3752	3776	3776	3768
89	3776	3768	3768	3760
90	3784	3776	3768	3776
91	3768	3760	3768	3776
92	3752	3776	3760	3752
93	3776	3768	3784	3776
94	3784	3776	3768	3776
95	3768	3760	3768	3776
96	3776	3784	3776	3768
97	3768	3768	3768	3768
98	3768	3776	3784	3776
99	3768	3776	3760	3768
100	3776	3768	3784	3776
101	3768	3768	3768	3768
102	3784	3792	3776	3784
103	3776	3760	3768	3768
104	3768	3768	3768	3768
105	3768	3776	3784	3776
106	3768	3776	3760	3768
107	3776	3760	3768	3768
108	3768	3768	3768	3768
109	3768	3768	3768	3768
110	3768	3784	3776	3776
111	3776	3768	3784	3776
112	3768	3760	3752	3760
113	3768	3760	3768	3776
114	3768	3792	3776	3768
115	3776	3760	3768	3768
116	3768	3776	3784	3776
117	3768	3776	3776	3784
118	3776	3768	3768	3760
119	3768	3760	3752	3760
120	3768	3776	3784	3776
avg	3770.8	3770.8	3770.8	3770.93
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=true', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs3', '--datarate=7e6', '--RngRun=0'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
