Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.022s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	18.8	12.2	15.6	16.6
61	1280	1280	1280	1272
62	1712	1704	1112	608
63	2000	1712	752	680
64	2000	1456	872	816
65	1912	1256	992	984
66	1976	1480	816	872
67	1976	1408	912	856
68	1976	1616	776	784
69	1984	1472	848	840
70	1976	1392	984	792
71	1968	1248	952	968
72	1920	1224	992	1008
73	1984	1304	840	1008
74	1992	1416	960	768
75	1968	1368	864	936
76	1928	1136	1008	1072
77	1976	1256	960	944
78	2000	1304	904	936
79	2000	1472	856	808
80	1984	1128	952	1072
81	1928	1256	1048	920
82	1888	1232	1056	968
83	1888	1384	944	928
84	1928	1208	1000	1008
85	1880	1288	1024	960
86	1928	1176	1064	984
87	1912	1336	920	976
88	1944	1368	904	928
89	1992	1288	864	1000
90	1976	1296	1072	808
91	1984	1168	936	1048
92	1816	1288	1128	904
93	1736	1096	1136	1168
94	1952	1264	936	1008
95	1952	1384	832	968
96	1968	1464	880	832
97	1976	1504	832	824
98	1936	1584	896	744
99	1944	1352	864	984
100	1960	1376	920	888
101	2000	1472	824	848
102	2000	1672	800	672
103	2000	1464	800	872
104	1968	1376	960	832
105	1984	1408	848	912
106	1936	1496	880	824
107	1880	1504	864	896
108	1888	1312	984	952
109	1960	1584	800	800
110	1984	1512	808	840
111	1976	1240	976	944
112	1992	1256	952	952
113	1976	1336	896	928
114	1976	1168	1048	952
115	1992	1576	728	848
116	1936	1456	920	832
117	1944	1256	1008	944
118	1912	1264	1016	952
119	1792	1136	1136	1096
120	1904	1208	984	1048
avg	1933.33	1360.67	935.333	913.6
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=false', '--rtscts=1', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs0', '--datarate=2e6', '--RngRun=82'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
