Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.332s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	16.4	13	13.6	11.2
61	3032	3032	3032	3032
62	3040	3040	3040	3024
63	3032	3032	3032	3032
64	3040	3040	3040	3040
65	3040	3040	3040	3040
66	3040	3040	3016	3032
67	3032	3032	3040	3040
68	3040	3040	3040	3040
69	3040	3040	3048	3032
70	3032	3032	3024	3040
71	3040	3040	3040	3040
72	3040	3024	3032	3032
73	3032	3032	3040	3040
74	3032	3040	3040	3040
75	3032	3032	3032	3032
76	3032	3040	3040	3032
77	3040	3032	3024	3032
78	3040	3048	3040	3032
79	3032	3032	3048	3040
80	3032	3024	3024	3040
81	3040	3032	3032	3032
82	3024	3040	3040	3040
83	3056	3048	3040	3040
84	3040	3040	3032	3032
85	3016	3024	3040	3040
86	3040	3040	3032	3024
87	3040	3040	3024	3032
88	3032	3024	3040	3040
89	3024	3032	3040	3040
90	3040	3032	3032	3032
91	3032	3040	3032	3024
92	3040	3032	3024	3032
93	3032	3032	3040	3040
94	3024	3032	3040	3024
95	3040	3040	3040	3040
96	3032	3032	3032	3032
97	3040	3040	3024	3040
98	3040	3024	3032	3032
99	3032	3032	3040	3040
100	3024	3040	3040	3032
101	3056	3032	3032	3040
102	3016	3040	3032	3024
103	3040	3032	3032	3040
104	3016	3024	3032	3032
105	3040	3040	3040	3032
106	3040	3040	3032	3024
107	3032	3032	3040	3048
108	3040	3024	3024	3032
109	3040	3056	3032	3032
110	3032	3024	3040	3040
111	3024	3032	3040	3024
112	3040	3016	3016	3032
113	3016	3040	3040	3040
114	3048	3040	3040	3040
115	3024	3032	3032	3024
116	3040	3040	3040	3032
117	3040	3024	3024	3040
118	3032	3048	3048	3032
119	3040	3032	3024	3040
120	3024	3032	3040	3040
avg	3034.8	3034.8	3034.8	3034.8
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=false', '--rtscts=1', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs3', '--datarate=7e6', '--RngRun=51'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
