0.00	0.00	0.00	0.00
20.00	34.64	0.00	0.00
-40.00	0.00	0.00	0.00
20.00	-34.64	0.00	0.00
60.00	34.64	0.00	0.00
0.00	69.28	0.00	0.00
-60.00	34.64	0.00	0.00
-60.00	-34.64	0.00	0.00
-0.00	-69.28	0.00	0.00
60.00	-34.64	0.00	0.00
99.18	26.57	0.00	1.00
72.60	72.60	0.00	1.00
26.57	99.18	0.00	1.00
-26.57	99.18	0.00	1.00
-72.60	72.60	0.00	1.00
-99.18	26.57	0.00	1.00
-99.18	-26.57	0.00	1.00
-72.60	-72.60	0.00	1.00
-26.57	-99.18	0.00	1.00
26.57	-99.18	0.00	1.00
72.60	-72.60	0.00	1.00
99.18	-26.57	0.00	1.00
