Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.731s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	14	13.2
61	538.64	518.4
62	536.24	494.72
63	486.96	520.48
64	505.04	524.72
65	491.68	467.52
66	502.16	490.64
67	487.2	486.88
68	478.16	473.12
69	484.56	472.64
70	476	484.8
71	482.24	487.2
72	477.6	479.68
73	508.56	515.92
74	477.36	525.36
75	499.6	535.6
76	488.32	475.2
77	477.6	478.08
78	480	482.64
79	499.52	478.72
80	502.08	484
81	543.84	590.72
82	549.6	459.76
83	470.08	477.28
84	479.84	482.08
85	497.44	475.04
86	508.08	481.76
87	472.8	485.52
88	470.24	486.56
89	488.96	481.04
90	486.48	508.48
91	472.64	484.72
92	483.2	491.2
93	560.4	587.84
94	479.84	518.96
95	483.6	472.8
96	488.4	474.48
97	472.64	478.4
98	472.8	488.08
99	475.36	484
100	478.56	472.8
101	498.8	469.44
102	499.76	544.16
103	489.12	499.2
104	470.4	482.72
105	499.84	483.84
106	506.48	454.88
107	469.28	486.32
108	458.24	479.2
109	487.2	482.24
110	469.76	486.88
111	479.84	508.08
112	480	475.04
113	495.12	482
114	540.4	524.16
115	490.64	513.52
116	499.12	472.4
117	488.72	484.24
118	476.96	475.36
119	471.12	490.32
120	483.68	477.44
avg	491.147	492.155
delay	477.044	2613.59
loss	0.168094	0.69075
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=25e5', '--packetSize=1e2', '--tcp=0', '--RngRun=9'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
