Dst	Src	HeMcs	Txlevel	Num	isObss
6 	  5	  4	  10	  3947	  0
5 	  6	  4	  10	  5423	  0
9 	  8	  4	  10	  3502	  0
8 	  9	  4	  10	  5330	  0
3 	  2	  4	  10	  4072	  0
2 	  3	  4	  10	  5683	  0
5 	  4	  4	  10	  4626	  0
4 	  5	  4	  10	  4604	  0
8 	  7	  4	  10	  4475	  0
7 	  8	  4	  10	  4442	  0
2 	  1	  4	  10	  4963	  0
1 	  2	  4	  10	  4714	  0
7 	  8	  1	  4	  13	  1
2 	  3	  1	  10	  39	  1
8 	  9	  1	  10	  110	  1
3 	  2	  4	  4	  24	  1
9 	  8	  4	  4	  10	  1
1 	  2	  1	  4	  22	  1

 TotalTx Number= 56000

 TotalReset Number= 3564
