Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  10	  754	  0
11 	  12	  4	  10	  1109	  0
8 	  7	  4	  10	  729	  0
7 	  8	  4	  10	  1395	  0
4 	  3	  4	  10	  720	  0
3 	  4	  4	  10	  1163	  0
7 	  6	  4	  10	  786	  0
6 	  7	  4	  10	  1034	  0
3 	  2	  4	  10	  783	  0
2 	  3	  4	  10	  962	  0
6 	  5	  4	  10	  942	  0
5 	  6	  4	  10	  911	  0
11 	  10	  4	  10	  803	  0
10 	  11	  4	  10	  880	  0
10 	  9	  4	  10	  934	  0
9 	  10	  4	  10	  830	  0
2 	  1	  4	  10	  913	  0
1 	  2	  4	  10	  804	  0
16 	  15	  4	  10	  846	  0
15 	  16	  4	  10	  1251	  0
15 	  14	  4	  10	  920	  0
14 	  15	  4	  10	  1140	  0
14 	  13	  4	  10	  1171	  0
13 	  14	  4	  10	  1156	  0
11 	  12	  0	  10	  6	  1
7 	  8	  1	  10	  7	  1
15 	  16	  0	  10	  16	  1
13 	  14	  1	  4	  21	  1
6 	  7	  1	  10	  5	  1
3 	  4	  0	  10	  4	  1
16 	  15	  4	  10	  4	  1

 TotalTx Number= 23000

 TotalReset Number= 4106
