Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.647s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	15.4	16.4	15.6	11.8	13.8	14.4	16.4	14	14.2	14	13.8	11.2	15.8	13.4	11.4	14.6	15.2	17.2
61	0	0	0	0	0	160	248	0	16	200	544	888	456	96	528	752	504	0
62	0	0	0	0	400	608	472	576	144	200	72	552	272	376	720	472	712	368
63	0	0	0	0	248	464	752	120	592	400	8	224	464	488	256	816	456	176
64	0	0	0	0	152	280	784	392	416	552	248	248	136	64	224	0	272	776
65	0	0	0	0	720	240	344	376	232	672	216	624	0	280	512	688	440	384
66	0	0	0	0	752	792	408	416	80	528	64	720	304	256	576	56	640	280
67	0	0	0	0	472	944	0	0	0	536	880	928	416	424	800	336	312	16
68	0	0	0	0	216	88	168	72	272	872	728	80	272	736	488	0	0	832
69	0	0	0	0	680	560	360	584	264	528	0	296	272	560	208	328	416	496
70	0	0	0	0	560	608	328	408	40	480	568	416	40	496	696	448	352	328
71	0	0	0	0	320	152	0	104	160	992	880	40	744	0	400	536	824	0
72	0	0	0	0	696	168	680	568	128	192	552	344	320	496	216	592	168	616
73	0	0	0	0	728	152	672	360	152	392	648	832	0	448	104	480	664	176
74	0	0	0	0	552	536	656	96	0	464	320	416	376	224	304	584	408	392
75	0	0	0	0	408	888	816	544	152	0	32	680	48	544	376	184	104	456
76	8	0	0	0	32	272	320	360	544	504	264	384	704	496	544	16	712	496
77	0	0	0	0	0	296	64	256	672	840	0	264	200	448	712	384	112	448
78	0	0	0	0	280	0	560	584	184	408	48	0	264	32	0	0	8	280
79	0	0	0	0	200	344	88	432	816	368	1000	560	560	272	304	344	448	688
80	0	0	0	0	712	216	216	408	120	200	392	504	488	648	512	680	424	0
81	0	0	0	0	168	552	880	376	176	648	760	608	360	256	208	296	624	40
82	0	0	0	0	280	488	112	536	376	96	8	688	688	0	264	840	536	328
83	0	0	0	0	72	144	304	840	88	608	296	400	248	416	144	240	256	248
84	0	0	0	0	352	832	224	192	520	488	768	8	584	240	760	432	112	448
85	0	0	0	0	64	128	360	176	104	0	168	536	464	384	432	392	712	0
86	0	0	0	0	416	424	0	384	456	56	328	368	488	0	712	112	480	304
87	0	0	0	0	568	280	496	32	504	560	472	400	0	472	368	536	560	360
88	0	0	0	0	16	144	496	712	360	344	56	648	464	312	392	816	256	376
89	0	0	0	0	744	144	576	552	392	192	272	104	488	536	352	760	368	152
90	0	0	0	0	720	272	0	216	520	8	608	504	320	8	704	432	736	488
91	0	0	0	0	880	384	336	336	0	0	544	616	136	584	736	16	552	744
92	0	0	0	0	408	720	624	256	288	304	128	512	560	352	160	664	728	384
93	0	0	0	0	0	552	464	680	672	432	720	376	176	216	504	280	224	392
94	0	0	0	0	456	0	816	600	648	360	792	808	192	0	720	0	72	80
95	0	0	0	0	320	848	176	600	192	760	0	128	744	504	40	632	392	400
96	0	0	0	0	560	832	784	120	512	408	160	0	184	720	544	136	720	112
97	0	0	8	0	312	712	120	224	656	744	560	696	368	192	48	832	0	0
98	0	0	0	0	296	472	392	72	168	224	424	664	536	600	512	320	104	472
99	8	0	0	0	128	544	352	208	328	368	904	480	0	120	600	64	840	0
100	0	0	0	0	112	0	776	784	784	312	184	552	64	272	472	216	256	40
101	0	0	0	0	440	872	552	256	240	616	24	264	840	0	504	440	48	496
102	0	0	0	0	496	744	624	344	88	408	512	136	464	368	336	104	496	672
103	0	0	0	0	680	552	184	248	312	840	720	720	648	512	368	88	0	80
104	0	0	0	0	168	280	376	608	480	736	392	536	0	448	744	184	488	208
105	0	0	0	0	0	400	872	0	280	544	384	440	320	800	0	24	112	616
106	0	0	0	8	208	24	320	392	112	88	528	0	800	744	464	272	904	800
107	0	0	0	0	224	992	448	448	88	808	384	8	504	0	0	264	504	304
108	0	0	0	0	232	704	528	680	0	288	272	160	272	440	592	680	184	512
109	0	0	0	0	0	480	504	272	896	232	384	0	696	432	584	192	88	0
110	0	0	0	0	736	288	416	368	112	744	400	320	560	112	760	96	48	384
111	8	0	0	0	416	960	104	760	88	0	64	272	0	32	744	784	16	928
112	0	8	8	0	680	416	312	608	376	528	16	264	504	128	592	792	344	96
113	0	0	0	0	608	40	64	224	504	512	816	800	312	504	272	152	72	456
114	0	0	0	0	128	448	120	360	320	48	544	392	368	632	632	224	800	664
115	0	0	0	0	400	88	808	216	136	256	768	544	520	248	520	184	440	0
116	0	0	0	0	0	560	544	696	344	344	344	840	168	176	392	0	368	336
