Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.764s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	15.4	16.4	15.6	11.8	13.8	14.4	16.4	14	14.2	14	13.8	11.2	15.8	13.4	11.4	14.6	15.2	17.2
61	0	0	0	0	32	160	256	0	40	256	608	928	512	168	664	872	616	0
62	0	0	0	0	488	568	680	784	168	280	64	560	440	424	888	544	904	568
63	0	0	0	0	280	504	896	128	752	512	8	272	512	688	272	912	480	232
64	0	0	0	0	208	296	864	504	536	664	328	352	152	112	224	0	360	896
65	0	0	0	0	872	344	408	592	224	944	280	864	0	304	728	776	504	528
66	0	0	0	0	832	856	440	536	80	584	72	848	328	320	664	40	696	416
67	0	0	0	0	544	984	0	8	0	536	896	936	400	480	800	296	312	40
68	0	0	0	0	240	88	192	80	344	936	760	80	352	816	576	0	0	904
69	0	0	0	0	920	696	416	824	456	568	0	360	376	768	232	416	696	864
70	0	0	0	0	584	664	360	440	16	656	672	448	72	728	800	456	392	432
71	0	0	0	0	352	160	0	128	176	1000	904	48	784	0	408	584	824	40
72	0	0	0	0	784	192	872	792	144	224	656	424	456	616	296	664	240	776
73	0	0	0	0	936	184	808	488	136	456	696	952	0	544	136	552	1000	240
74	0	0	0	0	656	568	720	88	0	576	344	496	464	280	280	656	408	392
75	0	0	0	0	408	960	832	584	192	0	48	720	96	600	440	184	120	488
76	8	0	0	0	48	312	392	480	712	472	328	456	912	592	576	0	824	632
77	0	0	0	0	56	304	288	448	776	872	0	272	232	512	768	408	120	560
78	0	0	0	0	528	0	528	912	576	752	464	0	760	56	0	72	16	848
79	0	0	0	0	184	352	104	448	816	240	912	744	456	440	552	456	656	512
80	0	8	0	0	848	416	480	360	0	344	264	392	832	864	496	624	440	0
81	0	0	8	0	216	552	984	416	208	776	864	672	352	232	288	272	720	80
82	0	0	0	0	312	488	144	688	440	104	8	832	632	0	344	640	328	120
83	0	0	0	0	96	176	288	688	248	592	320	352	312	424	208	480	432	472
84	0	0	0	0	448	928	360	232	800	520	872	112	832	288	888	392	184	568
85	0	0	0	0	64	48	296	128	72	0	96	376	400	360	280	216	512	0
86	0	0	0	0	744	392	0	400	800	264	456	384	592	136	1056	312	672	656
87	0	0	0	0	552	328	696	24	688	512	520	544	0	664	320	720	776	320
88	0	0	0	0	48	160	632	816	464	392	56	752	624	352	464	872	240	496
89	0	0	0	0	888	192	728	768	656	176	248	72	760	872	432	848	520	200
90	0	0	0	0	840	336	0	320	704	24	816	624	384	8	832	424	912	664
91	0	0	0	0	888	384	384	296	0	8	624	568	256	720	840	16	656	840
92	0	0	0	0	408	808	880	352	464	456	104	632	648	432	136	832	816	456
93	0	0	0	0	0	680	472	928	744	576	944	416	136	176	696	240	184	536
94	0	0	0	0	616	0	928	720	784	480	880	912	232	0	960	0	72	88
95	0	8	0	0	384	976	168	720	280	888	0	208	944	656	32	664	504	568
96	0	0	0	0	688	912	896	176	648	496	152	0	192	936	712	160	808	152
97	0	0	8	0	384	824	248	376	952	920	648	808	464	336	72	968	0	0
98	0	0	0	0	472	560	472	144	168	256	504	736	560	648	496	336	152	496
99	8	0	0	0	184	592	384	312	336	448	960	600	0	128	672	56	912	0
100	0	0	0	0	128	0	824	880	888	352	208	624	88	384	560	248	320	40
101	0	0	0	0	512	896	568	296	256	640	40	304	952	0	544	512	72	576
102	0	0	0	0	536	776	768	512	152	464	560	64	488	480	328	136	544	880
103	0	0	0	0	712	560	200	248	400	832	784	952	704	576	376	64	0	56
