Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  7477	  0
8 	  9	  4	  10	  11765	  0
8 	  7	  4	  10	  9934	  0
7 	  8	  4	  10	  10380	  0
6 	  5	  4	  10	  5964	  0
5 	  6	  4	  10	  9119	  0
3 	  2	  4	  10	  6259	  0
2 	  3	  4	  10	  11813	  0
5 	  4	  4	  10	  8329	  0
4 	  5	  4	  10	  6745	  0
2 	  1	  4	  10	  8940	  0
1 	  2	  4	  10	  9480	  0
2 	  3	  4	  10	  202	  1
8 	  9	  4	  10	  253	  1
1 	  2	  4	  10	  127	  1
7 	  8	  4	  10	  114	  1
9 	  8	  4	  10	  42	  1
3 	  2	  4	  10	  56	  1

 TotalReset Number= 7854
