Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  6084	  0
8 	  9	  4	  10	  8934	  0
6 	  5	  4	  10	  5544	  0
5 	  6	  4	  10	  7479	  0
8 	  7	  4	  10	  7948	  0
7 	  8	  4	  10	  8050	  0
3 	  2	  4	  10	  6271	  0
2 	  3	  4	  10	  8870	  0
5 	  4	  4	  10	  6630	  0
4 	  5	  4	  10	  6244	  0
2 	  1	  4	  10	  7527	  0
1 	  2	  4	  10	  7797	  0
8 	  9	  1	  8	  224	  1
8 	  9	  1	  9	  64	  1
2 	  3	  1	  8	  403	  1
1 	  2	  1	  8	  135	  1
7 	  8	  1	  7	  99	  1
1 	  2	  1	  7	  51	  1
2 	  3	  1	  9	  307	  1
7 	  8	  1	  8	  78	  1
7 	  8	  0	  7	  4	  1
3 	  2	  4	  7	  64	  1
8 	  9	  0	  7	  18	  1
9 	  8	  4	  7	  49	  1
8 	  9	  4	  10	  1	  1
7 	  8	  4	  10	  8	  1
3 	  2	  4	  8	  31	  1
9 	  8	  4	  8	  53	  1
9 	  8	  4	  10	  5	  1
1 	  2	  0	  7	  2	  1
2 	  3	  3	  10	  9	  1
1 	  2	  4	  10	  3	  1
2 	  3	  0	  7	  5	  1
3 	  2	  4	  10	  8	  1

 TotalReset Number= 20645
