Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  776	  0
3 	  4	  4	  10	  1291	  0
3 	  2	  4	  10	  889	  0
2 	  3	  4	  10	  1127	  0
12 	  11	  4	  10	  866	  0
11 	  12	  4	  10	  1309	  0
11 	  10	  4	  10	  920	  0
10 	  11	  4	  10	  1071	  0
10 	  9	  4	  10	  1144	  0
16 	  15	  4	  10	  866	  0
15 	  16	  4	  10	  1368	  0
9 	  10	  4	  10	  990	  0
2 	  1	  4	  10	  1056	  0
1 	  2	  4	  10	  940	  0
15 	  14	  4	  10	  985	  0
14 	  15	  4	  10	  1176	  0
14 	  13	  4	  10	  1305	  0
13 	  14	  4	  10	  1178	  0
8 	  7	  4	  10	  677	  0
7 	  8	  4	  10	  1143	  0
7 	  6	  4	  10	  791	  0
6 	  7	  4	  10	  966	  0
6 	  5	  4	  10	  1004	  0
5 	  6	  4	  10	  827	  0
15 	  16	  1	  8	  15	  1
15 	  16	  1	  9	  10	  1
7 	  8	  1	  9	  8	  1
7 	  8	  1	  8	  25	  1
6 	  7	  1	  7	  1	  1
15 	  16	  2	  10	  4	  1
14 	  15	  1	  9	  1	  1
3 	  4	  0	  7	  2	  1
3 	  4	  1	  9	  5	  1
3 	  4	  2	  10	  9	  1
10 	  11	  1	  7	  10	  1
2 	  3	  1	  9	  4	  1
9 	  10	  1	  8	  8	  1
9 	  10	  1	  7	  4	  1
6 	  7	  1	  8	  10	  1
14 	  15	  1	  7	  17	  1
7 	  8	  2	  10	  8	  1
14 	  15	  1	  8	  23	  1
5 	  6	  1	  8	  5	  1
13 	  14	  4	  8	  8	  1
13 	  14	  1	  7	  5	  1
13 	  14	  1	  8	  4	  1
15 	  16	  7	  10	  9	  1
7 	  6	  4	  7	  5	  1
8 	  7	  4	  8	  4	  1
13 	  14	  3	  9	  1	  1
11 	  12	  1	  10	  21	  1
13 	  14	  3	  5	  8	  1
7 	  8	  0	  7	  3	  1
15 	  14	  4	  7	  6	  1
15 	  14	  4	  8	  5	  1
16 	  15	  4	  9	  5	  1
2 	  3	  7	  10	  5	  1
15 	  16	  0	  7	  2	  1
11 	  12	  0	  7	  2	  1
11 	  12	  1	  8	  10	  1
1 	  2	  3	  5	  5	  1
9 	  10	  3	  5	  9	  1
9 	  10	  4	  8	  9	  1
11 	  10	  4	  8	  1	  1
3 	  4	  1	  8	  5	  1
11 	  12	  1	  9	  1	  1
2 	  3	  1	  8	  4	  1
5 	  6	  1	  7	  4	  1
3 	  4	  1	  10	  6	  1
7 	  6	  4	  5	  9	  1
16 	  15	  4	  10	  9	  1

 TotalReset Number= 14832
