Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.622s)
CreateVariables () DONE !!!
Creating 9 APs 24.00 and 24.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	0.17	-1.00	-1.00	1.74	-1.00	-1.00	0.93
12.00	-1.00	-1.00	2.95	-1.00	-1.00	1.91	-1.00	-1.00	1.56
13.00	-1.00	-1.00	0.64	-1.00	-1.00	0.75	-1.00	-1.00	1.27
14.00	-1.00	-1.00	1.16	-1.00	-1.00	2.49	-1.00	-1.00	1.85
15.00	-1.00	-1.00	2.43	-1.00	-1.00	1.16	-1.00	-1.00	0.98
16.00	-1.00	-1.00	2.03	-1.00	-1.00	1.62	-1.00	-1.00	1.74
17.00	-1.00	-1.00	2.43	-1.00	-1.00	0.87	-1.00	-1.00	1.10
18.00	-1.00	-1.00	0.41	-1.00	-1.00	1.97	-1.00	-1.00	2.03
19.00	-1.00	-1.00	0.41	-1.00	-1.00	1.85	-1.00	-1.00	2.14
20.00	-1.00	-1.00	1.68	-1.00	-1.00	0.81	-1.00	-1.00	0.23
21.00	-1.00	-1.00	2.09	-1.00	-1.00	1.27	-1.00	-1.00	0.17
22.00	-1.00	-1.00	1.74	-1.00	-1.00	2.03	-1.00	-1.00	1.80
23.00	-1.00	-1.00	2.43	-1.00	-1.00	2.95	-1.00	-1.00	2.20
24.00	-1.00	-1.00	2.49	-1.00	-1.00	2.14	-1.00	-1.00	1.22
25.00	-1.00	-1.00	1.33	-1.00	-1.00	2.61	-1.00	-1.00	2.14
26.00	-1.00	-1.00	2.49	-1.00	-1.00	1.85	-1.00	-1.00	2.20
27.00	-1.00	-1.00	1.91	-1.00	-1.00	2.09	-1.00	-1.00	0.98
28.00	-1.00	-1.00	2.20	-1.00	-1.00	1.10	-1.00	-1.00	2.49
29.00	-1.00	-1.00	0.35	-1.00	-1.00	2.20	-1.00	-1.00	0.35
30.00	-1.00	-1.00	1.80	-1.00	-1.00	1.51	-1.00	-1.00	1.22
31.00	-1.00	-1.00	1.91	-1.00	-1.00	1.97	-1.00	-1.00	1.68
32.00	-1.00	-1.00	2.90	-1.00	-1.00	2.78	-1.00	-1.00	0.87
33.00	-1.00	-1.00	1.22	-1.00	-1.00	1.27	-1.00	-1.00	1.91
34.00	-1.00	-1.00	0.58	-1.00	-1.00	0.93	-1.00	-1.00	2.32
35.00	-1.00	-1.00	2.20	-1.00	-1.00	1.45	-1.00	-1.00	2.43
36.00	-1.00	-1.00	1.56	-1.00	-1.00	0.93	-1.00	-1.00	1.45
37.00	-1.00	-1.00	1.45	-1.00	-1.00	1.39	-1.00	-1.00	1.74
38.00	-1.00	-1.00	1.04	-1.00	-1.00	1.45	-1.00	-1.00	1.39
39.00	-1.00	-1.00	2.14	-1.00	-1.00	1.39	-1.00	-1.00	1.27
10.1.1.6	1.84	2375.03
10.1.1.3	1.83	2423.72
10.1.1.9	1.67	2530.33
