Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  6019	  0
8 	  9	  4	  10	  8670	  0
8 	  7	  4	  10	  7609	  0
7 	  8	  4	  10	  7431	  0
6 	  5	  4	  10	  5927	  0
5 	  6	  4	  10	  7847	  0
3 	  2	  4	  10	  5176	  0
2 	  3	  4	  10	  7268	  0
5 	  4	  4	  10	  7034	  0
4 	  5	  4	  10	  6368	  0
2 	  1	  4	  10	  6394	  0
1 	  2	  4	  10	  6313	  0
7 	  8	  0	  6	  53	  1
1 	  2	  0	  7	  40	  1
2 	  3	  0	  7	  149	  1
1 	  2	  0	  6	  50	  1
3 	  2	  4	  6	  59	  1
7 	  8	  0	  7	  38	  1
2 	  3	  1	  9	  202	  1
8 	  9	  1	  9	  142	  1
8 	  9	  0	  7	  101	  1
9 	  8	  4	  7	  43	  1
9 	  8	  4	  6	  52	  1
3 	  2	  4	  7	  14	  1

 TotalReset Number= 14738
