Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  1296	  0
3 	  4	  4	  10	  2072	  0
12 	  11	  4	  10	  1196	  0
11 	  12	  4	  10	  1992	  0
8 	  7	  4	  10	  1256	  0
7 	  8	  4	  10	  2290	  0
3 	  2	  4	  10	  1401	  0
2 	  3	  4	  10	  1757	  0
11 	  10	  4	  10	  1342	  0
10 	  11	  4	  10	  1657	  0
7 	  6	  4	  10	  1385	  0
6 	  7	  4	  10	  1813	  0
6 	  5	  4	  10	  1826	  0
2 	  1	  4	  10	  1753	  0
1 	  2	  4	  10	  1536	  0
5 	  6	  4	  10	  1662	  0
10 	  9	  4	  10	  1754	  0
9 	  10	  4	  10	  1479	  0
5 	  6	  1	  2	  233	  1
16 	  15	  4	  10	  1320	  0
15 	  16	  4	  10	  2386	  0
15 	  14	  4	  10	  1649	  0
14 	  15	  4	  10	  1903	  0
14 	  13	  4	  10	  2014	  0
13 	  14	  4	  10	  1904	  0
7 	  8	  2	  10	  17	  1
7 	  8	  0	  7	  53	  1
15 	  14	  4	  2	  5	  1
11 	  12	  0	  10	  16	  1
13 	  14	  1	  2	  253	  1
15 	  14	  4	  7	  9	  1
15 	  16	  0	  7	  31	  1
5 	  6	  0	  7	  13	  1
14 	  15	  0	  6	  21	  1
13 	  14	  4	  7	  14	  1
6 	  7	  1	  9	  17	  1
14 	  15	  1	  9	  10	  1
7 	  6	  4	  7	  19	  1
7 	  8	  1	  9	  52	  1
16 	  15	  4	  6	  8	  1
16 	  15	  4	  7	  9	  1
1 	  2	  1	  2	  167	  1
9 	  10	  1	  2	  99	  1
15 	  16	  2	  10	  9	  1
5 	  6	  4	  7	  14	  1
13 	  14	  2	  9	  1	  1
15 	  16	  1	  9	  11	  1
6 	  7	  0	  7	  5	  1
3 	  4	  2	  10	  14	  1
2 	  3	  0	  7	  5	  1
12 	  11	  4	  7	  5	  1
15 	  14	  4	  10	  14	  1
3 	  4	  6	  10	  34	  1
15 	  16	  6	  10	  10	  1
4 	  3	  4	  10	  1	  1
13 	  14	  6	  10	  19	  1
14 	  15	  0	  7	  10	  1
5 	  6	  0	  6	  9	  1
13 	  14	  0	  6	  4	  1
5 	  6	  2	  9	  4	  1
11 	  12	  1	  9	  21	  1
4 	  3	  4	  6	  9	  1
1 	  2	  0	  6	  1	  1
11 	  12	  2	  10	  4	  1
3 	  2	  4	  7	  10	  1
10 	  11	  0	  7	  9	  1
3 	  2	  4	  10	  8	  1
9 	  10	  4	  7	  5	  1
11 	  10	  4	  7	  4	  1
12 	  11	  4	  6	  4	  1
10 	  11	  0	  6	  4	  1
3 	  4	  1	  9	  8	  1
4 	  3	  4	  9	  1	  1
2 	  3	  1	  9	  9	  1
9 	  10	  0	  6	  8	  1
1 	  2	  6	  10	  4	  1
9 	  10	  0	  7	  8	  1
1 	  2	  0	  7	  5	  1
5 	  6	  2	  4	  9	  1
7 	  8	  0	  10	  2	  1
1 	  2	  2	  4	  8	  1

 TotalReset Number= 22123
