Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.672s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	11.2	16.2
61	793.44	606.24
62	946.72	513.76
63	723.68	683.36
64	712.48	857.84
65	952.64	942.8
66	737.84	804.4
67	746.4	680.16
68	540.96	753.04
69	697.76	660.56
70	733.52	748.08
71	695.04	675.12
72	666.88	862
73	557.44	801.04
74	760.4	686.32
75	884.24	550.64
76	847.84	870
77	587.76	933.36
78	759.28	507.36
79	635.28	914.16
80	543.68	650.24
81	671.44	783.44
82	757.04	630.8
83	858.64	752.56
84	973.2	714.24
85	716	759.04
86	527.84	705.2
87	600.4	907.84
88	793.52	795.36
89	655.04	745.04
90	815.36	619.44
91	673.36	745.44
92	672.08	564.32
93	601.2	771.04
94	738.08	666.08
95	787.52	816.88
96	544.56	588.88
97	799.52	487.84
98	599.52	729.76
99	669.92	748.32
100	898.8	772.32
101	731.04	757.04
102	796.08	892.16
103	581.76	622.16
104	703.52	839.92
105	737.28	630.8
106	487.36	800.4
107	578.32	712.4
108	696.48	752.56
109	759.76	670.64
110	679.04	709.84
111	885.2	658.16
112	827.68	850.48
113	710.4	962.08
114	554.4	672.96
115	960.56	624.16
116	544	369.12
117	585.52	990.8
118	586.24	921.68
119	678.48	1110.72
120	706.32	987.28
(1,0)	(2,15639)	(3,0)	(4,18567)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	711.096	742.328
delay	2.35896	2.07973
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=15e5', '--packetSize=1e2', '--tcp=0', '--RngRun=29'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
