Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.643s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	10.2	15.8
61	714.24	1152.08
62	762.88	1090.64
63	1204.96	914.72
64	1023.28	1060.4
65	1094.4	674.08
66	971.52	1120.88
67	718.72	834.48
68	1141.6	1000.64
69	887.12	871.6
70	990.24	991.92
71	1083.84	785.44
72	803.84	785.2
73	831.52	1075.76
74	1083.52	972.4
75	1028.64	1170.32
76	1208	987.68
77	1181.92	1200.16
78	1227.36	1054.56
79	1167.6	1131.12
80	1064.32	1021.36
81	1003.2	837.84
82	951.84	986.48
83	942.32	1100.8
84	917.52	950.8
85	1247.92	1038.64
86	1077.2	688.96
87	984.16	705.76
88	831.6	859.44
89	816.4	1098.4
90	891.04	824.96
91	1024.16	1016.24
92	1062.08	967.92
93	980.16	989.2
94	724.8	1107.92
95	810.8	1000.72
96	1124.64	724.24
97	850.24	972.48
98	1126.16	765.92
99	908.32	757.76
100	1102	1147.44
101	1097.12	971.84
102	949.52	1126.48
103	1083.92	1155.6
104	996.48	1223.36
105	957.76	910.8
106	864.24	1148.32
107	1025.76	973.28
108	1076.96	884.72
109	979.12	856.24
110	646.4	747.76
111	1077.28	916.72
112	1098.24	1090.48
113	649.28	1169.6
114	1042.8	1422.64
115	939.6	892.48
116	1002.56	628.4
117	1051.92	1011.12
118	916.48	1184.48
119	810.16	747.52
120	996.16	956.32
(1,0)	(2,7052)	(3,0)	(4,52721)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	980.464	974.259
delay	25.6099	25.6556
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=20e5', '--packetSize=1e2', '--tcp=0', '--RngRun=38'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
