Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.660s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	16.2	14.6
61	743.68	624.64
62	823.36	804.72
63	811.84	661.6
64	902.56	522.72
65	761.28	544.72
66	743.36	827.52
67	947.52	701.44
68	610.4	621.36
69	806.96	684.56
70	734.96	843.44
71	791.6	767.92
72	960.96	912.56
73	650.8	861.04
74	637.36	553.6
75	809.44	795.68
76	610.08	534.4
77	716	992.64
78	541.68	738.88
79	595.04	683.6
80	694.24	762.08
81	921.28	653.76
82	903.04	624
83	1048.24	879.04
84	878	625.2
85	489.28	809.52
86	584.64	687.28
87	598.72	904.88
88	728.08	616.88
89	700.32	926.96
90	1057.92	1026.72
91	681.44	714.4
92	717.76	677.92
93	756.16	1035.2
94	768.48	808
95	844.72	668.64
96	755.36	772.24
97	709.68	860
98	924.4	710.24
99	650.72	841.68
100	694.88	849.44
101	597.92	993.6
102	688.08	575.92
103	780.4	695.36
104	724.72	791.6
105	631.76	882.56
106	667.2	635.36
107	666.24	848.72
108	748.32	989.2
109	838	777.92
110	678.56	699.6
111	385.36	1091.68
112	757.2	786.8
113	788.72	564.08
114	733.2	809.68
115	1004.24	562
116	925.68	726.24
117	738.24	568.88
118	830.24	840
119	834.48	904.24
120	592.8	820.96
(1,0)	(2,15141)	(3,0)	(4,19963)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	748.627	761.592
delay	2.60534	2.69268
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=15e5', '--packetSize=1e2', '--tcp=0', '--RngRun=28'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
