Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.438s)
CreateVariables () DONE !!!
Creating 9 APs 35.00 and 35.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	3.06	-1.00	-1.00	2.18	-1.00	-1.00	1.83
12.00	-1.00	-1.00	3.12	-1.00	-1.00	3.00	-1.00	-1.00	3.59
13.00	-1.00	-1.00	3.30	-1.00	-1.00	1.35	-1.00	-1.00	3.36
14.00	-1.00	-1.00	3.71	-1.00	-1.00	3.24	-1.00	-1.00	2.59
15.00	-1.00	-1.00	3.77	-1.00	-1.00	0.77	-1.00	-1.00	3.59
16.00	-1.00	-1.00	3.12	-1.00	-1.00	2.18	-1.00	-1.00	0.65
17.00	-1.00	-1.00	2.12	-1.00	-1.00	1.41	-1.00	-1.00	2.47
18.00	-1.00	-1.00	0.65	-1.00	-1.00	0.06	-1.00	-1.00	0.53
19.00	-1.00	-1.00	2.18	-1.00	-1.00	2.47	-1.00	-1.00	3.24
20.00	-1.00	-1.00	0.71	-1.00	-1.00	1.41	-1.00	-1.00	2.06
21.00	-1.00	-1.00	1.88	-1.00	-1.00	2.77	-1.00	-1.00	1.71
22.00	-1.00	-1.00	1.30	-1.00	-1.00	3.42	-1.00	-1.00	3.94
23.00	-1.00	-1.00	1.47	-1.00	-1.00	3.36	-1.00	-1.00	2.83
24.00	-1.00	-1.00	2.89	-1.00	-1.00	2.71	-1.00	-1.00	2.06
