Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.403s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	0.00	-1.00	-1.00	1.00	-1.00	-1.00	2.71
12.00	-1.00	-1.00	0.53	-1.00	-1.00	1.83	-1.00	-1.00	5.12
13.00	-1.00	-1.00	3.18	-1.00	-1.00	4.71	-1.00	-1.00	1.59
14.00	-1.00	-1.00	3.12	-1.00	-1.00	2.12	-1.00	-1.00	4.71
15.00	-1.00	-1.00	5.18	-1.00	-1.00	3.24	-1.00	-1.00	2.12
16.00	-1.00	-1.00	3.47	-1.00	-1.00	0.65	-1.00	-1.00	0.29
17.00	-1.00	-1.00	0.41	-1.00	-1.00	0.00	-1.00	-1.00	2.47
18.00	-1.00	-1.00	1.12	-1.00	-1.00	2.41	-1.00	-1.00	2.94
19.00	-1.00	-1.00	0.82	-1.00	-1.00	1.41	-1.00	-1.00	3.36
20.00	-1.00	-1.00	1.59	-1.00	-1.00	2.77	-1.00	-1.00	1.94
21.00	-1.00	-1.00	4.12	-1.00	-1.00	4.00	-1.00	-1.00	2.65
22.00	-1.00	-1.00	1.59	-1.00	-1.00	2.59	-1.00	-1.00	4.06
23.00	-1.00	-1.00	1.00	-1.00	-1.00	1.71	-1.00	-1.00	1.65
24.00	-1.00	-1.00	3.47	-1.00	-1.00	4.95	-1.00	-1.00	1.12
25.00	-1.00	-1.00	1.83	-1.00	-1.00	2.65	-1.00	-1.00	3.89
26.00	-1.00	-1.00	2.41	-1.00	-1.00	2.30	-1.00	-1.00	4.95
27.00	-1.00	-1.00	0.82	-1.00	-1.00	1.47	-1.00	-1.00	5.30
28.00	-1.00	-1.00	4.06	-1.00	-1.00	4.53	-1.00	-1.00	3.06
29.00	-1.00	-1.00	4.53	-1.00	-1.00	0.94	-1.00	-1.00	1.30
30.00	-1.00	-1.00	2.71	-1.00	-1.00	1.88	-1.00	-1.00	3.71
31.00	-1.00	-1.00	1.35	-1.00	-1.00	3.83	-1.00	-1.00	3.30
32.00	-1.00	-1.00	1.47	-1.00	-1.00	0.82	-1.00	-1.00	0.82
33.00	-1.00	-1.00	0.41	-1.00	-1.00	0.41	-1.00	-1.00	0.00
34.00	-1.00	-1.00	4.06	-1.00	-1.00	6.59	-1.00	-1.00	1.59
35.00	-1.00	-1.00	3.83	-1.00	-1.00	3.94	-1.00	-1.00	1.18
36.00	-1.00	-1.00	3.42	-1.00	-1.00	2.41	-1.00	-1.00	1.88
37.00	-1.00	-1.00	1.65	-1.00	-1.00	4.06	-1.00	-1.00	4.83
38.00	-1.00	-1.00	0.65	-1.00	-1.00	3.65	-1.00	-1.00	2.83
39.00	-1.00	-1.00	0.41	-1.00	-1.00	2.77	-1.00	-1.00	2.24
10.1.1.9	2.64	58548.86
10.1.1.6	2.62	44900.81
10.1.1.3	2.16	43017.92
