Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.681s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	17.6	14.6	14.2	15.6	14.2	15.2	15.6	14.8	15.6	16.8	15.6	13	16.6	15.4	14	15.2	14.2	11.2	12.8	16.8
61	440	440	440	440	440	440	440	440	440	440	440	440	440	440	440	440	432	432	432	432
62	448	448	448	448	448	448	448	448	448	448	448	448	448	448	448	448	456	440	440	440
63	448	448	448	448	448	448	448	440	448	448	448	440	432	432	432	432	432	448	448	448
64	440	440	440	440	440	448	448	456	448	448	448	456	456	440	440	440	440	440	440	440
65	448	448	448	448	448	440	440	440	440	440	440	440	448	464	448	448	448	448	448	448
66	464	456	448	448	448	368	360	360	448	448	448	448	448	448	464	464	464	464	464	464
67	432	440	448	448	448	528	528	520	432	432	432	432	432	432	432	432	432	432	432	432
68	448	448	448	448	432	432	440	448	448	448	448	448	448	448	448	448	448	448	448	448
69	448	448	448	432	440	448	448	448	448	448	448	448	440	448	448	448	448	448	448	448
70	440	440	440	456	464	464	448	440	440	440	440	440	448	440	440	440	440	440	440	440
71	448	448	448	448	432	424	440	448	448	448	448	448	448	448	448	448	448	448	448	448
72	432	432	432	432	448	448	448	448	448	448	448	448	448	448	432	432	432	432	432	432
73	448	448	448	448	448	424	408	408	448	448	448	448	448	448	464	456	448	448	448	448
74	448	448	448	448	448	456	472	464	440	432	432	432	424	432	432	440	448	448	448	448
75	440	440	440	440	440	464	464	472	456	464	456	440	448	440	440	440	440	440	440	440
76	448	448	448	448	448	440	440	440	440	440	448	464	464	464	456	448	448	448	448	448
77	448	448	448	448	448	448	448	448	448	440	432	432	432	432	440	448	448	448	448	448
78	448	448	448	448	448	448	448	432	432	440	448	448	448	448	448	448	448	448	448	448
79	448	448	448	440	424	432	432	448	448	448	448	448	448	448	448	448	448	448	448	448
80	424	424	424	432	448	448	448	448	448	448	448	448	440	448	448	448	448	432	424	424
81	448	448	448	448	448	440	440	440	440	440	440	440	448	440	440	424	432	440	448	448
82	448	448	448	448	448	448	448	448	448	448	432	432	432	432	432	448	440	448	448	448
83	448	448	448	448	448	448	440	432	432	432	448	448	448	448	448	448	448	448	448	448
84	448	448	432	424	424	432	440	448	448	448	448	448	440	448	440	448	448	448	448	448
85	440	440	456	464	464	448	440	440	440	440	440	440	448	440	448	440	440	440	440	440
86	448	448	448	448	440	440	448	448	448	448	448	448	448	448	448	448	448	448	448	448
87	432	432	432	432	440	448	448	448	448	448	448	448	448	448	448	448	448	448	440	432
88	448	448	448	448	448	448	448	448	448	448	448	448	432	448	432	432	432	432	440	448
89	448	448	448	448	448	448	448	440	448	448	432	432	440	432	440	448	448	448	448	448
90	440	440	440	440	440	448	448	448	448	448	464	440	448	440	448	440	440	440	440	440
91	448	448	448	448	448	440	440	440	440	440	432	448	448	448	448	448	448	448	448	448
92	448	448	448	448	448	448	448	448	440	432	440	448	448	448	448	448	448	448	448	448
93	448	448	448	448	448	432	432	440	440	448	448	448	448	448	448	448	448	448	448	448
94	432	432	432	432	432	448	448	448	448	448	448	448	448	448	448	448	448	440	432	432
95	440	440	440	440	440	448	448	448	448	448	448	448	440	440	440	448	448	440	440	440
96	464	464	464	464	464	408	392	392	440	440	440	440	448	448	448	440	440	456	464	464
97	432	432	432	432	432	472	480	480	448	448	448	448	448	448	448	432	448	440	432	432
98	448	448	448	448	448	456	464	464	448	448	448	448	432	448	432	448	432	440	448	448
99	448	448	448	448	448	448	448	440	448	448	448	432	448	432	448	448	448	448	448	448
100	448	448	448	448	448	448	448	448	448	448	432	448	440	440	440	448	448	448	448	448
101	440	440	440	440	440	448	440	432	448	448	448	440	448	448	448	440	440	440	440	440
102	448	448	448	448	448	440	448	456	432	424	440	448	448	448	448	448	448	448	448	448
103	448	448	448	448	440	432	432	440	440	448	448	448	448	448	448	448	448	448	448	448
104	432	432	432	432	440	448	448	448	448	448	448	448	448	448	448	448	448	448	448	432
105	448	448	448	448	448	448	448	448	448	448	448	448	448	448	440	432	432	432	432	448
106	440	440	440	440	440	448	448	448	448	448	448	440	424	424	432	440	440	440	440	440
107	448	448	448	448	448	440	440	440	440	440	440	448	448	448	448	448	448	448	448	448
108	448	448	448	448	448	432	432	432	448	440	432	432	448	448	448	448	448	448	448	448
109	448	448	448	448	448	448	448	448	440	440	448	448	448	448	448	448	448	448	448	448
110	448	448	448	448	424	448	448	448	440	448	448	448	448	440	440	448	448	448	448	448
111	432	424	424	424	448	448	448	448	448	448	448	448	440	448	448	448	448	448	448	440
112	440	448	448	448	448	440	440	440	440	440	440	440	448	448	448	440	440	440	440	440
113	448	448	448	448	448	448	448	448	448	448	448	448	448	448	448	432	432	432	432	440
114	448	448	448	448	448	448	440	432	448	448	432	432	432	432	432	448	448	448	448	448
115	448	448	448	448	448	432	440	448	432	432	448	448	440	440	440	448	448	448	448	448
116	440	440	440	440	440	440	432	440	440	440	440	440	448	448	448	440	440	440	440	440
117	448	448	448	440	432	448	448	448	448	448	448	448	448	448	448	448	448	448	448	448
118	448	440	432	440	448	448	448	448	448	448	448	448	448	448	448	448	448	448	448	448
119	432	440	448	448	448	448	448	448	448	448	448	448	448	448	448	448	448	440	432	432
120	448	448	448	448	448	448	448	448	448	448	448	448	424	440	424	432	432	440	448	448
avg	444.533	444.533	444.533	444.533	444.533	444.533	444.4	444.533	444.533	444.533	444.533	444.533	444.133	444.4	444.133	444.267	444.267	444.267	444.267	444.267
delay	499.609	500.248	500.378	499.486	499.538	506.02	509.693	514.452	502.513	503.678	503.388	504.635	503.622	503.655	503.023	503.67	503.621	503.709	502.723	503.289
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs7', '--datarate=7e5', '--clNum=20', '--ratio=0.375', '--RngRun=147'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
