Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.667s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	14	18	12.4	15.8
61	1037.6	666.4	924.8	943.2
62	886.4	856.8	1172	1090.4
63	922.4	1078.4	907.2	1153.6
64	836.8	764	946.4	1087.2
65	961.6	978.4	898.4	934.4
66	846.4	854.4	1052.8	900.8
67	1165.6	1090.4	808	914.4
68	1016	1036.8	1196	1131.2
69	1052	958.4	937.6	929.6
70	1338.4	1142.4	1081.6	939.2
71	1199.2	1152	839.2	861.6
72	784.8	632	1232	1012.8
73	1353.6	715.2	960	813.6
74	903.2	828	1120	1035.2
75	705.6	900.8	720	769.6
76	788	992	744.8	930.4
77	1032.8	919.2	1268	913.6
78	967.2	933.6	784	876.8
79	948.8	1026.4	920.8	1016
80	837.6	825.6	964	1002.4
81	692	1200	1289.6	1024
82	1047.2	1310.4	1156.8	1096
83	1069.6	628	1064	1153.6
84	1049.6	1244	706.4	879.2
85	909.6	1176	823.2	1003.2
86	1036	887.2	894.4	1194.4
87	752.8	978.4	919.2	988.8
88	1304.8	614.4	1086.4	1011.2
89	888	1145.6	988.8	1234.4
90	865.6	987.2	794.4	784.8
91	914.4	989.6	1249.6	1165.6
92	936.8	983.2	1136.8	975.2
93	1100	1014.4	1188	980.8
94	929.6	1123.2	976.8	992
95	1044	832.8	821.6	980
96	1014.4	865.6	885.6	1135.2
97	1062.4	920.8	913.6	838.4
98	836	1018.4	1170.4	1241.6
99	988.8	1196	857.6	852
100	777.6	1086.4	1117.6	1001.6
101	940.8	1112	937.6	959.2
102	939.2	1055.2	1030.4	1086.4
103	1102.4	965.6	1216	1168
104	1051.2	1315.2	1324.8	896
105	825.6	876.8	1185.6	1042.4
106	1170.4	849.6	1135.2	987.2
107	1020.8	1189.6	815.2	1173.6
108	848.8	898.4	785.6	830.4
109	1009.6	1146.4	888.8	1203.2
110	1193.6	1124.8	709.6	1186.4
111	1016	751.2	1143.2	918.4
112	1086.4	1083.2	960.8	935.2
113	1191.2	1057.6	905.6	1120.8
114	1232	919.2	786.4	1392.8
115	1028	932.8	1120.8	1162.4
116	1051.2	839.2	869.6	924.8
117	1251.2	1281.6	912	1012.8
118	1252.8	1028	1300.8	875.2
119	988	892	877.6	1096.8
120	709.6	1074.4	670.4	1040
(1,0)	(2,517)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	995.2	982.427	984.907	1013.33
delay	0.192145	0.264953	0.159627	0.272965
loss	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=20e5', '--packetSize=10e2', '--tcp=0', '--RngRun=26'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
