Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.727s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	14.8	15.4	16	11.8	17.2	12.6	14.2	10.4	15	14.8	17.8	12.6
61	780.8	1014.4	937.6	1008	1004.8	956.8	905.6	790.4	1020.8	1104	1353.6	876.8
62	889.6	1372.8	928	1043.2	1030.4	976	1212.8	1004.8	1200	1052.8	905.6	1084.8
63	1091.2	960	1075.2	998.4	1068.8	1260.8	1107.2	1116.8	873.6	848	1129.6	956.8
64	1056	1193.6	1104	1091.2	864	1024	1270.4	1331.2	1244.8	819.2	588.8	1049.6
65	675.2	828.8	960	1020.8	1174.4	656	1158.4	1001.6	1334.4	918.4	1283.2	976
66	1257.6	1427.2	1123.2	1027.2	1225.6	857.6	800	1158.4	944	803.2	1052.8	876.8
67	1126.4	937.6	630.4	771.2	684.8	819.2	1148.8	992	1011.2	896	745.6	1033.6
68	992	1155.2	816	1129.6	838.4	800	886.4	854.4	803.2	976	934.4	950.4
69	800	790.4	825.6	963.2	953.6	768	947.2	1142.4	953.6	1091.2	1174.4	560
70	1027.2	1004.8	940.8	1100.8	1168	752	662.4	1305.6	1065.6	739.2	1126.4	758.4
71	969.6	1145.6	707.2	617.6	1120	848	892.8	979.2	736	1011.2	1174.4	1072
72	1027.2	873.6	860.8	892.8	1120	592	768	1206.4	1113.6	838.4	972.8	934.4
73	1056	726.4	630.4	976	828.8	819.2	1011.2	825.6	870.4	969.6	1046.4	963.2
74	1065.6	732.8	1116.8	844.8	1193.6	681.6	1136	873.6	691.2	851.2	1059.2	1049.6
75	880	876.8	896	1088	905.6	780.8	1065.6	748.8	899.2	953.6	841.6	1145.6
76	972.8	873.6	812.8	825.6	1059.2	864	1011.2	992	979.2	854.4	835.2	1104
77	1081.6	1075.2	966.4	835.2	1020.8	710.4	1004.8	902.4	889.6	812.8	1014.4	985.6
78	915.2	1017.6	563.2	633.6	976	624	1030.4	790.4	979.2	1030.4	956.8	1139.2
79	1161.6	963.2	979.2	1251.2	803.2	838.4	1052.8	1120	1059.2	745.6	1056	944
80	918.4	1014.4	905.6	1062.4	982.4	822.4	896	771.2	896	780.8	860.8	828.8
81	1052.8	1104	1088	979.2	953.6	870.4	841.6	761.6	1184	710.4	1139.2	915.2
82	1158.4	883.2	678.4	998.4	1059.2	876.8	921.6	857.6	716.8	979.2	883.2	1257.6
83	905.6	758.4	944	1008	921.6	1132.8	924.8	672	1155.2	787.2	1289.6	1020.8
84	1008	835.2	880	918.4	784	630.4	960	969.6	1008	912	1267.2	864
85	1059.2	1104	1148.8	1286.4	1120	908.8	716.8	1094.4	1120	822.4	1145.6	793.6
86	1286.4	1094.4	1011.2	947.2	880	780.8	1043.2	969.6	761.6	640	1088	1040
87	771.2	1126.4	908.8	1027.2	934.4	640	873.6	1068.8	710.4	950.4	988.8	675.2
88	979.2	681.6	1011.2	720	1161.6	745.6	838.4	828.8	972.8	643.2	1161.6	979.2
89	944	1084.8	736	928	800	742.4	1161.6	787.2	1008	1001.6	966.4	1104
90	915.2	950.4	652.8	739.2	905.6	678.4	953.6	758.4	1100.8	780.8	1043.2	902.4
avg	994.133	986.88	894.613	957.76	984.747	815.253	973.44	955.84	976.747	877.44	1036.16	961.387
delay	480.858	467.794	493.33	490.172	481.297	489.132	473.357	481.816	475.62	492.945	467.063	463.033
loss	0.207207	0.0388889	0.422043	0.103858	0.249263	0.255224	0.040856	0.233687	0.195385	0.0626186	0.0296684	0.039604
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=30e6', '--ratio=0.375', '--RngRun=49', '--locationFile=locationtxt/locationFile42d.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
