Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.794s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	10.8	15.8	11.6	11.8	15.2	14.8	11.2	14.6	17	15.4	12.8	14.2	12	14.6	14.2	17	13.2	15	13.4	14.6
61	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	424	424	424
62	448	448	448	440	432	432	432	432	432	432	432	432	432	432	432	432	432	440	440	440
63	432	432	432	440	448	448	448	440	432	432	432	432	432	432	432	432	432	432	432	432
64	424	424	424	424	424	432	432	440	448	448	448	448	448	448	448	448	424	424	424	424
65	448	448	448	448	448	440	440	440	440	440	424	424	424	424	424	424	448	448	448	448
66	432	432	432	432	432	432	432	432	432	432	448	448	448	448	440	432	432	432	432	432
67	432	424	424	424	424	424	432	432	432	432	432	432	432	432	440	448	448	448	448	448
68	440	448	448	448	448	448	440	440	440	440	440	424	424	424	424	424	424	424	424	424
69	432	432	432	432	432	432	432	432	432	432	432	448	448	448	448	432	448	432	432	432
70	448	448	448	448	432	424	432	432	432	432	432	432	432	432	432	448	432	448	448	448
71	424	424	424	424	440	448	440	440	440	440	440	440	440	440	440	440	432	424	424	424
72	448	448	448	448	440	432	432	432	432	432	432	432	432	432	432	432	440	448	448	448
73	432	432	432	432	440	448	448	448	448	448	432	432	432	432	432	432	432	432	432	432
74	424	424	424	424	424	424	432	432	432	432	448	448	448	448	448	448	448	448	448	424
75	448	448	448	448	448	448	440	440	440	440	440	440	440	440	432	424	424	424	424	448
76	432	432	432	432	432	432	432	432	432	432	432	432	432	432	440	448	448	440	432	432
77	448	448	448	448	448	424	432	432	432	432	432	432	432	432	432	432	432	440	448	448
78	424	424	424	424	424	448	440	440	440	440	440	440	440	440	440	440	440	440	432	424
79	448	448	448	448	448	432	432	432	432	432	432	432	432	432	432	432	432	432	440	448
80	432	432	432	432	432	448	448	448	448	448	448	448	440	432	432	432	432	432	432	432
81	440	440	440	440	440	448	448	440	424	424	424	424	432	440	440	440	440	440	440	440
82	432	432	432	432	432	424	424	432	448	448	448	448	448	448	440	432	432	432	432	432
83	440	432	432	432	432	432	432	432	432	432	432	432	432	432	440	448	448	448	448	440
84	440	448	448	448	448	440	432	432	432	432	432	432	432	432	432	432	432	432	432	440
85	424	424	424	424	424	432	440	440	440	440	440	440	440	440	440	440	440	440	440	432
86	448	448	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	440
87	432	432	448	448	448	448	448	432	448	448	432	432	432	432	432	432	432	432	432	432
88	440	440	440	440	440	424	424	440	424	424	440	440	440	440	440	440	440	440	440	440
89	432	432	432	432	432	448	432	432	432	432	432	432	432	432	432	432	432	432	432	432
90	432	432	432	432	432	432	448	448	448	448	448	448	440	432	432	432	432	432	432	432
91	440	440	440	440	440	432	424	424	424	424	424	424	432	440	440	440	440	440	440	440
92	432	432	432	432	432	440	448	440	448	432	432	432	432	432	432	432	432	432	432	432
93	432	432	432	432	432	432	432	440	432	448	448	448	448	448	432	432	432	432	432	432
94	440	440	440	440	440	440	448	448	432	424	424	424	424	424	440	440	440	440	440	440
95	432	432	432	432	432	432	424	424	440	448	448	448	448	448	448	440	432	432	432	432
96	432	432	432	432	432	432	432	432	432	432	432	432	432	432	432	440	448	448	448	448
97	448	448	448	448	448	432	424	432	432	432	432	432	432	432	432	432	432	432	432	432
98	424	424	424	424	424	440	448	440	440	440	440	440	440	440	440	440	440	440	440	432
99	448	448	448	448	448	440	432	432	432	432	432	432	432	432	432	432	432	432	432	440
100	432	432	432	432	432	440	448	440	448	448	440	432	432	432	432	432	432	432	432	432
101	440	440	440	440	440	424	424	432	424	424	432	440	440	440	440	440	440	440	440	440
102	432	432	432	432	432	448	448	448	448	440	432	432	432	432	432	432	432	432	432	432
103	432	432	432	432	432	432	432	432	432	440	448	432	448	448	432	432	432	432	432	432
104	440	440	440	440	440	440	432	424	440	424	424	440	424	424	440	440	440	440	440	440
105	432	432	432	432	432	432	440	448	432	448	448	448	448	448	440	432	432	432	432	432
106	448	448	448	448	448	432	432	432	432	432	432	432	432	432	440	448	448	448	448	448
107	424	424	424	424	424	440	440	448	448	448	448	448	448	448	424	424	424	424	424	424
108	448	448	440	432	432	432	432	424	424	424	424	424	424	424	448	448	448	448	448	440
109	432	432	440	448	448	448	448	432	432	432	432	432	432	432	432	432	432	432	432	440
110	432	432	432	432	432	432	408	424	448	448	448	448	432	432	432	432	432	432	432	432
111	440	440	440	440	440	440	456	448	424	424	424	424	440	440	440	440	440	440	440	440
112	432	432	432	432	432	432	440	448	448	440	432	432	432	432	432	432	432	432	432	432
113	432	432	432	432	432	432	432	432	432	440	448	448	448	448	432	432	432	432	432	432
114	440	440	440	440	440	440	440	424	448	440	424	424	424	424	440	440	440	440	440	440
115	432	432	432	432	432	432	432	448	424	432	448	448	448	448	440	432	432	432	432	432
116	432	432	432	432	432	432	432	432	432	432	432	432	432	432	440	448	448	448	440	432
117	440	440	440	440	440	440	440	448	448	448	448	424	424	424	424	424	424	424	432	440
118	432	432	432	432	432	432	432	424	424	424	424	448	448	448	448	448	448	448	448	432
119	448	448	448	448	448	448	440	432	432	432	432	432	432	432	432	432	432	432	432	448
120	424	424	424	424	424	424	432	448	448	448	448	448	448	448	448	448	432	424	424	424
avg	436	436	436	436	436	436	436	436.133	436.133	436.133	436.133	436.133	436.133	436.133	436.133	436.133	435.867	435.733	435.733	435.733
delay	501.575	501.978	501.149	500.686	501.681	504.167	506.552	508.535	505.487	506.058	506.387	508.064	506.692	506.29	505.978	506.428	505.243	504.821	505.049	505.112
loss	0.268037	0.268037	0.268037	0.2682	0.268363	0.268363	0.268097	0.26832	0.268156	0.268483	0.268483	0.26832	0.268483	0.268483	0.268647	0.26832	0.26832	0.268483	0.268483	0.268647
Command ['/home/synrg/Documents/Jiaming/ns-3.30/build/scratch/simple-ofdma-adhoc', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs6', '--datarate=6e5', '--clNum=20', '--ratio=0.375', '--RngRun=31'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
