Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  10	  4	  10	  524	  0
10 	  9	  4	  10	  1576	  0
5 	  6	  4	  10	  19381	  0
1 	  2	  4	  10	  24724	  0
6 	  5	  4	  10	  48780	  0
2 	  1	  4	  10	  61675	  0
2 	  3	  4	  10	  27346	  0
3 	  2	  4	  10	  42471	  0
10 	  11	  4	  10	  540	  0
11 	  10	  4	  10	  1221	  0
6 	  7	  4	  10	  21427	  0
7 	  6	  4	  10	  34375	  0
13 	  14	  4	  10	  25362	  0
3 	  4	  4	  10	  33908	  0
14 	  13	  4	  10	  50873	  0
4 	  3	  4	  10	  36087	  0
11 	  12	  4	  10	  749	  0
12 	  11	  4	  10	  927	  0
7 	  8	  4	  10	  27235	  0
8 	  7	  4	  10	  28883	  0
14 	  15	  4	  10	  27316	  0
15 	  14	  4	  10	  38068	  0
15 	  16	  4	  10	  31275	  0
16 	  15	  4	  10	  33018	  0
2 	  3	  1	  7	  98	  1
3 	  2	  4	  7	  197	  1
11 	  10	  4	  7	  5	  1
12 	  11	  4	  7	  13	  1
8 	  7	  4	  7	  112	  1
10 	  11	  1	  7	  8	  1
13 	  14	  1	  7	  9	  1
15 	  14	  4	  7	  29	  1
16 	  15	  4	  7	  5	  1
7 	  6	  4	  7	  271	  1
6 	  7	  1	  7	  104	  1
3 	  4	  1	  7	  2	  1
1 	  2	  1	  7	  119	  1
5 	  6	  1	  7	  157	  1
4 	  3	  4	  7	  127	  1
7 	  8	  1	  7	  2	  1

 TotalTx Number= 619000

 TotalReset Number= 57962
