Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.337s)
CreateVariables () DONE !!!
Creating 4 APs 40.00 and 700.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 200.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
11.00	-1.00	3.39	-1.00	3.39
12.00	-1.00	4.15	-1.00	4.15
13.00	-1.00	3.77	-1.00	3.77
14.00	-1.00	4.15	-1.00	4.15
15.00	-1.00	4.15	-1.00	3.77
16.00	-1.00	3.77	-1.00	4.15
17.00	-1.00	4.15	-1.00	4.15
18.00	-1.00	3.77	-1.00	3.77
19.00	-1.00	4.15	-1.00	4.15
20.00	-1.00	4.15	-1.00	4.15
21.00	-1.00	7.91	-1.00	7.91
22.00	-1.00	7.91	-1.00	7.91
23.00	-1.00	7.91	-1.00	7.91
24.00	-1.00	7.91	-1.00	7.91
25.00	-1.00	8.29	-1.00	8.29
26.00	-1.00	7.91	-1.00	7.91
27.00	-1.00	7.91	-1.00	7.91
28.00	-1.00	7.91	-1.00	7.91
29.00	-1.00	7.91	-1.00	7.91
30.00	-1.00	8.29	-1.00	8.29
31.00	-1.00	11.68	-1.00	11.68
32.00	-1.00	12.06	-1.00	12.06
33.00	-1.00	12.06	-1.00	12.06
34.00	-1.00	12.06	-1.00	12.06
35.00	-1.00	12.06	-1.00	12.06
36.00	-1.00	11.68	-1.00	11.68
37.00	-1.00	12.06	-1.00	12.06
38.00	-1.00	12.06	-1.00	12.06
39.00	-1.00	12.06	-1.00	12.06
40.00	-1.00	12.06	-1.00	12.06
41.00	-1.00	15.83	-1.00	15.83
42.00	-1.00	15.83	-1.00	15.83
43.00	-1.00	16.20	-1.00	16.20
44.00	-1.00	15.83	-1.00	15.83
45.00	-1.00	16.20	-1.00	16.20
46.00	-1.00	15.83	-1.00	15.83
47.00	-1.00	15.83	-1.00	15.83
48.00	-1.00	16.20	-1.00	16.20
