Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.343s)
CreateVariables () DONE !!!
Creating 6 APs 25.00 m length apart  20.00m width apart.
CreateApNodes () DONE !!!
Creating 0 CLs 30 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
00:00:00:00:00:01
00:00:00:00:00:02
00:00:00:00:00:03
00:00:00:00:00:04
00:00:00:00:00:05
00:00:00:00:00:06
CreateAdhocDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
Static Routing Rules Set.
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 400.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
83.00	8.02	-1.00	-1.00	-1.00	-1.00	8.04
84.00	8.03	-1.00	-1.00	-1.00	-1.00	7.87
85.00	7.94	-1.00	-1.00	-1.00	-1.00	8.11
86.00	7.97	-1.00	-1.00	-1.00	-1.00	8.01
87.00	8.04	-1.00	-1.00	-1.00	-1.00	7.94
88.00	7.76	-1.00	-1.00	-1.00	-1.00	7.96
89.00	8.21	-1.00	-1.00	-1.00	-1.00	8.03
90.00	8.01	-1.00	-1.00	-1.00	-1.00	7.88
91.00	8.97	-1.00	-1.00	-1.00	-1.00	8.74
92.00	8.80	-1.00	-1.00	-1.00	-1.00	9.20
93.00	9.14	-1.00	-1.00	-1.00	-1.00	8.91
94.00	8.91	-1.00	-1.00	-1.00	-1.00	9.11
95.00	9.10	-1.00	-1.00	-1.00	-1.00	8.83
96.00	8.94	-1.00	-1.00	-1.00	-1.00	9.14
97.00	9.02	-1.00	-1.00	-1.00	-1.00	8.89
98.00	9.00	-1.00	-1.00	-1.00	-1.00	9.08
99.00	8.90	-1.00	-1.00	-1.00	-1.00	8.87
100.00	9.07	-1.00	-1.00	-1.00	-1.00	9.20
101.00	9.75	-1.00	-1.00	-1.00	-1.00	9.95
102.00	10.28	-1.00	-1.00	-1.00	-1.00	9.82
103.00	9.81	-1.00	-1.00	-1.00	-1.00	10.12
104.00	10.17	-1.00	-1.00	-1.00	-1.00	9.83
105.00	9.92	-1.00	-1.00	-1.00	-1.00	9.63
106.00	10.06	-1.00	-1.00	-1.00	-1.00	10.08
107.00	9.59	-1.00	-1.00	-1.00	-1.00	10.47
108.00	9.87	-1.00	-1.00	-1.00	-1.00	9.93
109.00	10.04	-1.00	-1.00	-1.00	-1.00	9.84
110.00	10.36	-1.00	-1.00	-1.00	-1.00	9.47
111.00	11.07	-1.00	-1.00	-1.00	-1.00	10.79
112.00	10.67	-1.00	-1.00	-1.00	-1.00	11.92
113.00	11.21	-1.00	-1.00	-1.00	-1.00	10.68
114.00	11.16	-1.00	-1.00	-1.00	-1.00	10.74
115.00	6.01	-1.00	-1.00	-1.00	-1.00	11.63
116.00	0.00	-1.00	-1.00	-1.00	-1.00	11.00
117.00	0.00	-1.00	-1.00	-1.00	-1.00	11.00
118.00	0.00	-1.00	-1.00	-1.00	-1.00	11.00
119.00	0.00	-1.00	-1.00	-1.00	-1.00	11.00
120.00	0.00	-1.00	-1.00	-1.00	-1.00	11.00
121.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
122.00	0.00	-1.00	-1.00	-1.00	-1.00	11.79
123.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
124.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
125.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
126.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
127.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
128.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
129.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
130.00	0.00	-1.00	-1.00	-1.00	-1.00	12.00
131.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
132.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
133.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
134.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
135.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
136.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
137.00	0.00	-1.00	-1.00	-1.00	-1.00	12.99
138.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
139.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
140.00	0.00	-1.00	-1.00	-1.00	-1.00	13.00
141.00	0.00	-1.00	-1.00	-1.00	-1.00	14.00
142.00	0.00	-1.00	-1.00	-1.00	-1.00	14.00
143.00	0.00	-1.00	-1.00	-1.00	-1.00	13.99
144.00	0.00	-1.00	-1.00	-1.00	-1.00	14.00
145.00	0.00	-1.00	-1.00	-1.00	-1.00	14.00
146.00	0.00	-1.00	-1.00	-1.00	-1.00	14.00
147.00	0.00	-1.00	-1.00	-1.00	-1.00	14.00
148.00	0.00	-1.00	-1.00	-1.00	-1.00	14.00
149.00	0.00	-1.00	-1.00	-1.00	-1.00	14.00
150.00	0.00	-1.00	-1.00	-1.00	-1.00	13.99
151.00	0.00	-1.00	-1.00	-1.00	-1.00	15.00
152.00	0.00	-1.00	-1.00	-1.00	-1.00	14.99
153.00	0.00	-1.00	-1.00	-1.00	-1.00	15.00
154.00	0.00	-1.00	-1.00	-1.00	-1.00	15.00
155.00	0.00	-1.00	-1.00	-1.00	-1.00	15.00
156.00	0.00	-1.00	-1.00	-1.00	-1.00	14.99
157.00	0.00	-1.00	-1.00	-1.00	-1.00	15.00
158.00	0.00	-1.00	-1.00	-1.00	-1.00	15.00
159.00	0.00	-1.00	-1.00	-1.00	-1.00	15.00
160.00	0.00	-1.00	-1.00	-1.00	-1.00	15.00
161.00	0.00	-1.00	-1.00	-1.00	-1.00	15.98
162.00	0.00	-1.00	-1.00	-1.00	-1.00	16.00
163.00	0.00	-1.00	-1.00	-1.00	-1.00	16.00
164.00	0.00	-1.00	-1.00	-1.00	-1.00	16.00
165.00	0.00	-1.00	-1.00	-1.00	-1.00	15.99
166.00	0.00	-1.00	-1.00	-1.00	-1.00	16.00
167.00	0.00	-1.00	-1.00	-1.00	-1.00	16.00
168.00	0.00	-1.00	-1.00	-1.00	-1.00	15.99
169.00	0.00	-1.00	-1.00	-1.00	-1.00	16.00
170.00	0.00	-1.00	-1.00	-1.00	-1.00	16.00
171.00	0.00	-1.00	-1.00	-1.00	-1.00	16.98
172.00	0.00	-1.00	-1.00	-1.00	-1.00	17.00
173.00	0.00	-1.00	-1.00	-1.00	-1.00	17.00
174.00	0.00	-1.00	-1.00	-1.00	-1.00	16.99
175.00	0.00	-1.00	-1.00	-1.00	-1.00	17.00
176.00	0.00	-1.00	-1.00	-1.00	-1.00	16.99
177.00	0.00	-1.00	-1.00	-1.00	-1.00	17.00
178.00	0.00	-1.00	-1.00	-1.00	-1.00	17.00
179.00	0.00	-1.00	-1.00	-1.00	-1.00	16.99
180.00	0.00	-1.00	-1.00	-1.00	-1.00	17.00
181.00	0.00	-1.00	-1.00	-1.00	-1.00	17.99
182.00	0.00	-1.00	-1.00	-1.00	-1.00	18.01
183.00	0.00	-1.00	-1.00	-1.00	-1.00	17.99
184.00	0.00	-1.00	-1.00	-1.00	-1.00	17.99
185.00	0.00	-1.00	-1.00	-1.00	-1.00	18.01
186.00	0.00	-1.00	-1.00	-1.00	-1.00	18.01
187.00	0.00	-1.00	-1.00	-1.00	-1.00	17.99
188.00	0.00	-1.00	-1.00	-1.00	-1.00	18.01
189.00	0.00	-1.00	-1.00	-1.00	-1.00	17.99
190.00	0.00	-1.00	-1.00	-1.00	-1.00	18.01
191.00	0.00	-1.00	-1.00	-1.00	-1.00	18.99
192.00	0.00	-1.00	-1.00	-1.00	-1.00	18.98
193.00	0.00	-1.00	-1.00	-1.00	-1.00	19.02
194.00	0.00	-1.00	-1.00	-1.00	-1.00	18.99
195.00	0.00	-1.00	-1.00	-1.00	-1.00	18.97
196.00	0.00	-1.00	-1.00	-1.00	-1.00	19.02
197.00	0.00	-1.00	-1.00	-1.00	-1.00	19.01
198.00	0.00	-1.00	-1.00	-1.00	-1.00	19.01
199.00	0.00	-1.00	-1.00	-1.00	-1.00	18.99
200.00	0.00	-1.00	-1.00	-1.00	-1.00	19.01
201.00	0.00	-1.00	-1.00	-1.00	-1.00	20.00
202.00	0.00	-1.00	-1.00	-1.00	-1.00	20.00
203.00	0.00	-1.00	-1.00	-1.00	-1.00	19.98
204.00	0.00	-1.00	-1.00	-1.00	-1.00	20.01
205.00	0.00	-1.00	-1.00	-1.00	-1.00	20.00
206.00	0.00	-1.00	-1.00	-1.00	-1.00	20.01
207.00	0.00	-1.00	-1.00	-1.00	-1.00	20.01
208.00	0.00	-1.00	-1.00	-1.00	-1.00	19.98
209.00	0.00	-1.00	-1.00	-1.00	-1.00	20.01
210.00	0.00	-1.00	-1.00	-1.00	-1.00	20.01
211.00	0.00	-1.00	-1.00	-1.00	-1.00	20.97
212.00	0.00	-1.00	-1.00	-1.00	-1.00	21.01
213.00	0.00	-1.00	-1.00	-1.00	-1.00	21.01
214.00	0.00	-1.00	-1.00	-1.00	-1.00	20.98
215.00	0.00	-1.00	-1.00	-1.00	-1.00	21.01
216.00	0.00	-1.00	-1.00	-1.00	-1.00	21.00
217.00	0.00	-1.00	-1.00	-1.00	-1.00	20.98
218.00	0.00	-1.00	-1.00	-1.00	-1.00	21.02
219.00	0.00	-1.00	-1.00	-1.00	-1.00	21.00
220.00	0.00	-1.00	-1.00	-1.00	-1.00	21.01
221.00	0.00	-1.00	-1.00	-1.00	-1.00	21.99
222.00	0.00	-1.00	-1.00	-1.00	-1.00	22.00
223.00	0.00	-1.00	-1.00	-1.00	-1.00	22.00
224.00	0.00	-1.00	-1.00	-1.00	-1.00	22.00
225.00	0.00	-1.00	-1.00	-1.00	-1.00	21.99
226.00	0.00	-1.00	-1.00	-1.00	-1.00	22.00
227.00	0.00	-1.00	-1.00	-1.00	-1.00	22.01
228.00	0.00	-1.00	-1.00	-1.00	-1.00	22.02
229.00	0.00	-1.00	-1.00	-1.00	-1.00	21.99
230.00	0.00	-1.00	-1.00	-1.00	-1.00	22.01
231.00	0.00	-1.00	-1.00	-1.00	-1.00	22.99
232.00	0.00	-1.00	-1.00	-1.00	-1.00	23.01
233.00	0.00	-1.00	-1.00	-1.00	-1.00	23.00
234.00	0.00	-1.00	-1.00	-1.00	-1.00	23.00
235.00	0.00	-1.00	-1.00	-1.00	-1.00	23.00
236.00	0.00	-1.00	-1.00	-1.00	-1.00	23.00
237.00	0.00	-1.00	-1.00	-1.00	-1.00	22.96
238.00	0.00	-1.00	-1.00	-1.00	-1.00	23.05
239.00	0.00	-1.00	-1.00	-1.00	-1.00	23.00
240.00	0.00	-1.00	-1.00	-1.00	-1.00	22.99
241.00	0.00	-1.00	-1.00	-1.00	-1.00	24.00
242.00	0.00	-1.00	-1.00	-1.00	-1.00	23.82
243.00	0.00	-1.00	-1.00	-1.00	-1.00	23.96
244.00	0.00	-1.00	-1.00	-1.00	-1.00	24.02
245.00	0.00	-1.00	-1.00	-1.00	-1.00	23.99
246.00	0.00	-1.00	-1.00	-1.00	-1.00	24.02
247.00	0.00	-1.00	-1.00	-1.00	-1.00	23.95
248.00	0.00	-1.00	-1.00	-1.00	-1.00	24.03
249.00	0.00	-1.00	-1.00	-1.00	-1.00	24.00
250.00	0.00	-1.00	-1.00	-1.00	-1.00	24.01
251.00	0.00	-1.00	-1.00	-1.00	-1.00	24.99
252.00	0.00	-1.00	-1.00	-1.00	-1.00	24.99
253.00	0.00	-1.00	-1.00	-1.00	-1.00	25.01
254.00	0.00	-1.00	-1.00	-1.00	-1.00	25.00
255.00	0.00	-1.00	-1.00	-1.00	-1.00	24.99
256.00	0.00	-1.00	-1.00	-1.00	-1.00	24.98
257.00	0.00	-1.00	-1.00	-1.00	-1.00	25.01
258.00	0.00	-1.00	-1.00	-1.00	-1.00	25.02
259.00	0.00	-1.00	-1.00	-1.00	-1.00	25.00
260.00	0.00	-1.00	-1.00	-1.00	-1.00	24.98
261.00	0.00	-1.00	-1.00	-1.00	-1.00	25.94
262.00	0.00	-1.00	-1.00	-1.00	-1.00	26.07
263.00	0.00	-1.00	-1.00	-1.00	-1.00	25.98
264.00	0.00	-1.00	-1.00	-1.00	-1.00	25.95
265.00	0.00	-1.00	-1.00	-1.00	-1.00	26.04
266.00	0.00	-1.00	-1.00	-1.00	-1.00	25.99
267.00	0.00	-1.00	-1.00	-1.00	-1.00	26.01
268.00	0.00	-1.00	-1.00	-1.00	-1.00	26.01
269.00	0.00	-1.00	-1.00	-1.00	-1.00	25.98
270.00	0.00	-1.00	-1.00	-1.00	-1.00	26.01
271.00	0.00	-1.00	-1.00	-1.00	-1.00	26.98
272.00	0.00	-1.00	-1.00	-1.00	-1.00	27.00
273.00	0.00	-1.00	-1.00	-1.00	-1.00	27.03
274.00	0.00	-1.00	-1.00	-1.00	-1.00	26.93
275.00	0.00	-1.00	-1.00	-1.00	-1.00	26.99
276.00	0.00	-1.00	-1.00	-1.00	-1.00	27.04
277.00	0.00	-1.00	-1.00	-1.00	-1.00	27.00
278.00	0.00	-1.00	-1.00	-1.00	-1.00	26.99
279.00	0.00	-1.00	-1.00	-1.00	-1.00	27.04
280.00	0.00	-1.00	-1.00	-1.00	-1.00	26.99
281.00	0.00	-1.00	-1.00	-1.00	-1.00	27.96
282.00	0.00	-1.00	-1.00	-1.00	-1.00	28.03
283.00	0.00	-1.00	-1.00	-1.00	-1.00	27.94
284.00	0.00	-1.00	-1.00	-1.00	-1.00	28.03
285.00	0.00	-1.00	-1.00	-1.00	-1.00	28.02
286.00	0.00	-1.00	-1.00	-1.00	-1.00	28.02
287.00	0.00	-1.00	-1.00	-1.00	-1.00	28.00
288.00	0.00	-1.00	-1.00	-1.00	-1.00	27.96
289.00	0.00	-1.00	-1.00	-1.00	-1.00	28.04
290.00	0.00	-1.00	-1.00	-1.00	-1.00	28.00
291.00	0.00	-1.00	-1.00	-1.00	-1.00	29.02
292.00	0.00	-1.00	-1.00	-1.00	-1.00	28.97
293.00	0.00	-1.00	-1.00	-1.00	-1.00	29.02
294.00	0.00	-1.00	-1.00	-1.00	-1.00	28.97
295.00	0.00	-1.00	-1.00	-1.00	-1.00	28.96
296.00	0.00	-1.00	-1.00	-1.00	-1.00	29.05
297.00	0.00	-1.00	-1.00	-1.00	-1.00	29.03
298.00	0.00	-1.00	-1.00	-1.00	-1.00	28.98
299.00	0.00	-1.00	-1.00	-1.00	-1.00	28.98
300.00	0.00	-1.00	-1.00	-1.00	-1.00	29.03
301.00	0.00	-1.00	-1.00	-1.00	-1.00	29.98
302.00	0.00	-1.00	-1.00	-1.00	-1.00	29.96
303.00	0.00	-1.00	-1.00	-1.00	-1.00	30.04
304.00	0.00	-1.00	-1.00	-1.00	-1.00	30.01
305.00	0.00	-1.00	-1.00	-1.00	-1.00	30.01
306.00	0.00	-1.00	-1.00	-1.00	-1.00	29.98
307.00	0.00	-1.00	-1.00	-1.00	-1.00	29.97
308.00	0.00	-1.00	-1.00	-1.00	-1.00	30.02
309.00	0.00	-1.00	-1.00	-1.00	-1.00	29.89
310.00	0.00	-1.00	-1.00	-1.00	-1.00	30.08
311.00	0.00	-1.00	-1.00	-1.00	-1.00	31.05
312.00	0.00	-1.00	-1.00	-1.00	-1.00	30.98
313.00	0.00	-1.00	-1.00	-1.00	-1.00	31.02
314.00	0.00	-1.00	-1.00	-1.00	-1.00	30.98
315.00	0.00	-1.00	-1.00	-1.00	-1.00	30.95
316.00	0.00	-1.00	-1.00	-1.00	-1.00	31.10
317.00	0.00	-1.00	-1.00	-1.00	-1.00	30.94
318.00	0.00	-1.00	-1.00	-1.00	-1.00	30.99
319.00	0.00	-1.00	-1.00	-1.00	-1.00	30.99
320.00	0.00	-1.00	-1.00	-1.00	-1.00	31.07
321.00	0.00	-1.00	-1.00	-1.00	-1.00	31.97
322.00	0.00	-1.00	-1.00	-1.00	-1.00	31.94
323.00	0.00	-1.00	-1.00	-1.00	-1.00	32.02
324.00	0.00	-1.00	-1.00	-1.00	-1.00	32.01
325.00	0.00	-1.00	-1.00	-1.00	-1.00	31.98
326.00	0.00	-1.00	-1.00	-1.00	-1.00	32.05
327.00	0.00	-1.00	-1.00	-1.00	-1.00	31.98
328.00	0.00	-1.00	-1.00	-1.00	-1.00	32.01
329.00	0.00	-1.00	-1.00	-1.00	-1.00	31.92
330.00	0.00	-1.00	-1.00	-1.00	-1.00	31.95
331.00	0.00	-1.00	-1.00	-1.00	-1.00	33.06
332.00	0.00	-1.00	-1.00	-1.00	-1.00	33.06
333.00	0.00	-1.00	-1.00	-1.00	-1.00	32.80
334.00	0.00	-1.00	-1.00	-1.00	-1.00	33.14
335.00	0.00	-1.00	-1.00	-1.00	-1.00	33.09
336.00	0.00	-1.00	-1.00	-1.00	-1.00	32.93
337.00	0.00	-1.00	-1.00	-1.00	-1.00	33.00
338.00	0.00	-1.00	-1.00	-1.00	-1.00	33.03
339.00	0.00	-1.00	-1.00	-1.00	-1.00	32.93
340.00	0.00	-1.00	-1.00	-1.00	-1.00	33.04
341.00	0.00	-1.00	-1.00	-1.00	-1.00	34.02
342.00	0.00	-1.00	-1.00	-1.00	-1.00	33.96
343.00	0.00	-1.00	-1.00	-1.00	-1.00	33.96
344.00	0.00	-1.00	-1.00	-1.00	-1.00	34.08
345.00	0.00	-1.00	-1.00	-1.00	-1.00	33.86
346.00	0.00	-1.00	-1.00	-1.00	-1.00	34.00
347.00	0.00	-1.00	-1.00	-1.00	-1.00	34.15
348.00	0.00	-1.00	-1.00	-1.00	-1.00	33.77
349.00	0.00	-1.00	-1.00	-1.00	-1.00	34.12
350.00	0.00	-1.00	-1.00	-1.00	-1.00	34.07
351.00	0.00	-1.00	-1.00	-1.00	-1.00	34.94
352.00	0.00	-1.00	-1.00	-1.00	-1.00	34.92
353.00	0.00	-1.00	-1.00	-1.00	-1.00	35.15
354.00	0.00	-1.00	-1.00	-1.00	-1.00	35.00
355.00	0.00	-1.00	-1.00	-1.00	-1.00	35.01
356.00	0.00	-1.00	-1.00	-1.00	-1.00	34.59
357.00	0.00	-1.00	-1.00	-1.00	-1.00	35.46
358.00	0.00	-1.00	-1.00	-1.00	-1.00	34.85
359.00	0.00	-1.00	-1.00	-1.00	-1.00	35.06
360.00	0.00	-1.00	-1.00	-1.00	-1.00	34.93
361.00	0.00	-1.00	-1.00	-1.00	-1.00	34.92
362.00	0.00	-1.00	-1.00	-1.00	-1.00	34.72
363.00	0.00	-1.00	-1.00	-1.00	-1.00	34.99
364.00	0.00	-1.00	-1.00	-1.00	-1.00	34.94
365.00	0.00	-1.00	-1.00	-1.00	-1.00	35.07
366.00	0.00	-1.00	-1.00	-1.00	-1.00	34.81
367.00	0.00	-1.00	-1.00	-1.00	-1.00	35.14
368.00	0.00	-1.00	-1.00	-1.00	-1.00	35.02
369.00	0.00	-1.00	-1.00	-1.00	-1.00	34.77
370.00	0.00	-1.00	-1.00	-1.00	-1.00	35.19
371.00	0.00	-1.00	-1.00	-1.00	-1.00	35.09
372.00	0.00	-1.00	-1.00	-1.00	-1.00	34.92
373.00	0.00	-1.00	-1.00	-1.00	-1.00	35.01
374.00	0.00	-1.00	-1.00	-1.00	-1.00	35.03
375.00	0.00	-1.00	-1.00	-1.00	-1.00	34.94
376.00	0.00	-1.00	-1.00	-1.00	-1.00	35.06
377.00	0.00	-1.00	-1.00	-1.00	-1.00	34.99
378.00	0.00	-1.00	-1.00	-1.00	-1.00	34.94
379.00	0.00	-1.00	-1.00	-1.00	-1.00	35.14
380.00	0.00	-1.00	-1.00	-1.00	-1.00	34.81
381.00	0.00	-1.00	-1.00	-1.00	-1.00	34.97
382.00	0.00	-1.00	-1.00	-1.00	-1.00	35.19
383.00	0.00	-1.00	-1.00	-1.00	-1.00	34.99
384.00	0.00	-1.00	-1.00	-1.00	-1.00	34.74
385.00	0.00	-1.00	-1.00	-1.00	-1.00	35.15
386.00	0.00	-1.00	-1.00	-1.00	-1.00	35.06
387.00	0.00	-1.00	-1.00	-1.00	-1.00	35.01
388.00	0.00	-1.00	-1.00	-1.00	-1.00	34.96
389.00	0.00	-1.00	-1.00	-1.00	-1.00	34.81
390.00	0.00	-1.00	-1.00	-1.00	-1.00	35.26
391.00	0.00	-1.00	-1.00	-1.00	-1.00	34.83
392.00	0.00	-1.00	-1.00	-1.00	-1.00	35.21
393.00	0.00	-1.00	-1.00	-1.00	-1.00	34.77
394.00	0.00	-1.00	-1.00	-1.00	-1.00	35.08
395.00	0.00	-1.00	-1.00	-1.00	-1.00	35.03
396.00	0.00	-1.00	-1.00	-1.00	-1.00	35.06
397.00	0.00	-1.00	-1.00	-1.00	-1.00	34.46
398.00	0.00	-1.00	-1.00	-1.00	-1.00	35.54
399.00	0.00	-1.00	-1.00	-1.00	-1.00	34.97
10.1.1.1	1.53	9903.64
10.1.1.6	19.67	3756.40
