Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.874s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	11.2	15.8	13.8	16	16	17.6	15	15.6
61	0	0	1648	1587.2	2278.4	1404.8	1558.4	1804.8
62	0	0	1548.8	1568	1696	1228.8	1449.6	1366.4
63	0	0	1334.4	1308.8	1033.6	1446.4	1104	1622.4
64	0	0	947.2	1219.2	1721.6	1504	1353.6	1270.4
65	0	0	1462.4	1376	806.4	1040	1315.2	1318.4
66	0	0	1459.2	1574.4	1206.4	1318.4	956.8	1728
67	0	0	1196.8	1363.2	1369.6	1276.8	1481.6	1126.4
68	0	0	1452.8	1318.4	1676.8	1408	1334.4	1129.6
69	0	0	1302.4	1446.4	1094.4	1478.4	1667.2	1532.8
70	0	0	1481.6	937.6	1398.4	1097.6	1382.4	1200
71	0	0	1283.2	816	1052.8	1264	1385.6	1180.8
72	0	0	1344	1363.2	1472	1180.8	1308.8	1433.6
73	0	0	1171.2	1456	1667.2	1267.2	1462.4	1555.2
74	0	0	1740.8	1481.6	934.4	1488	1568	1616
75	0	0	1094.4	1312	1395.2	1452.8	1305.6	966.4
76	0	0	1203.2	1507.2	1324.8	1264	1116.8	1561.6
77	0	0	1500.8	1062.4	1283.2	1164.8	1244.8	1542.4
78	0	0	1241.6	1302.4	1283.2	1139.2	1638.4	1328
79	0	0	985.6	1312	1705.6	1209.6	1337.6	1155.2
80	0	0	1104	1273.6	1366.4	1264	1232	1488
81	0	0	1587.2	1388.8	1180.8	1510.4	1292.8	1273.6
82	0	0	1740.8	1273.6	1136	1398.4	1353.6	1462.4
83	0	0	1120	1305.6	1347.2	1235.2	1148.8	1315.2
84	0	0	1465.6	1164.8	1190.4	1091.2	784	1132.8
85	0	0	1020.8	1404.8	1206.4	1206.4	1587.2	1580.8
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=35e6', '--ratio=0.375', '--RngRun=21', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
