Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.722s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	14.2	15	16	12.8	15.2	16.6	13.6	15
61	0	0	1785.6	1481.6	1404.8	1462.4	1632	1612.8
62	0	0	1232	1619.2	2217.6	1776	1324.8	1603.2
63	0	0	1446.4	1769.6	2108.8	1948.8	1468.8	1446.4
64	0	0	1856	1846.4	1824	1164.8	2035.2	1504
65	0	0	1276.8	1664	1417.6	1779.2	1766.4	1260.8
66	0	0	1475.2	1593.6	1283.2	1600	1830.4	1510.4
67	0	0	1872	1459.2	1443.2	1459.2	1964.8	1625.6
68	0	0	1305.6	1923.2	1430.4	1644.8	1686.4	1699.2
69	0	0	1513.6	2249.6	1350.4	1635.2	1459.2	1443.2
70	0	0	1737.6	1638.4	1830.4	1788.8	2166.4	1296
71	0	0	1798.4	1651.2	1017.6	1427.2	1673.6	1587.2
72	0	0	1318.4	1222.4	1836.8	1507.2	1833.6	1504
73	0	0	1776	1315.2	960	1459.2	1728	1318.4
74	0	0	1350.4	1568	1593.6	1491.2	1561.6	1513.6
75	0	0	1596.8	1740.8	2137.6	1980.8	1398.4	1846.4
76	0	0	1632	1360	1718.4	1696	1280	2092.8
77	0	0	1737.6	2156.8	1292.8	1299.2	2121.6	1760
78	0	0	1446.4	1584	1545.6	1894.4	2022.4	1558.4
79	0	0	2080	1571.2	1273.6	1459.2	1779.2	2275.2
80	0	0	1920	1936	1750.4	1132.8	1257.6	1728
81	0	0	1398.4	2092.8	1334.4	1715.2	1203.2	1360
82	0	0	1411.2	1926.4	2220.8	1168	1600	1766.4
83	0	0	1984	1625.6	1369.6	1856	1747.2	1673.6
84	0	0	1414.4	2009.6	2057.6	1494.4	912	1545.6
85	0	0	1635.2	1756.8	1504	1798.4	1574.4	1401.6
86	0	0	1657.6	1846.4	1513.6	1856	1766.4	1817.6
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=20e6', '--ratio=0.375', '--RngRun=15', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
