Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.768s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	12.6	16	15.4	16	16	15	12.6	16.4
61	0	0	1177.6	1612.8	1817.6	1628.8	1328	1612.8
62	0	0	1424	1273.6	1449.6	1449.6	1491.2	1414.4
63	0	0	1289.6	1132.8	1216	1452.8	1280	976
64	0	0	886.4	1238.4	1235.2	1219.2	953.6	1187.2
65	0	0	1139.2	1033.6	1132.8	1468.8	1232	1004.8
66	0	0	1024	947.2	1267.2	1347.2	1088	1145.6
67	0	0	1072	1136	1193.6	998.4	1596.8	1171.2
68	0	0	944	1507.2	1222.4	1084.8	1488	1238.4
69	0	0	1388.8	1049.6	1318.4	940.8	1216	1113.6
70	0	0	1113.6	1360	1014.4	1475.2	1177.6	1171.2
71	0	0	988.8	934.4	1475.2	1302.4	1369.6	1548.8
72	0	0	1056	1280	1235.2	1286.4	1107.2	1158.4
73	0	0	1107.2	1385.6	1529.6	1222.4	870.4	1622.4
74	0	0	1270.4	1273.6	1504	867.2	1033.6	1609.6
75	0	0	1225.6	1084.8	1385.6	1200	1155.2	1452.8
76	0	0	1203.2	896	892.8	1270.4	1184	1168
77	0	0	1228.8	1177.6	809.6	1708.8	1392	1152
78	0	0	937.6	1260.8	976	1139.2	1267.2	1078.4
79	0	0	1481.6	1289.6	1116.8	1417.6	896	934.4
80	0	0	972.8	1401.6	1180.8	1110.4	1404.8	1308.8
81	0	0	1209.6	1120	1030.4	1145.6	1091.2	1257.6
82	0	0	1043.2	1161.6	1206.4	1200	1459.2	1248
83	0	0	1222.4	1334.4	1401.6	1046.4	1036.8	876.8
84	0	0	931.2	1152	1075.2	867.2	1548.8	1001.6
85	0	0	1340.8	1184	1321.6	1225.6	825.6	1401.6
86	0	0	1046.4	1219.2	1196.8	1315.2	1190.4	886.4
87	0	0	1187.2	1376	1152	1142.4	1004.8	1174.4
88	0	0	956.8	1337.6	1097.6	1036.8	1084.8	1366.4
89	0	0	924.8	1388.8	1004.8	1081.6	1452.8	1228.8
90	0	0	1120	1187.2	1286.4	1171.2	1203.2	1232
avg	0	0	1130.45	1224.53	1224.85	1227.41	1214.29	1224.75
delay	0.253968	0.25	516.513	515.323	515.031	526.094	526.533	512.421
loss	0	0	0.580849	0.326545	0.57318	0.343093	0.321538	0.571654
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=30e6', '--ratio=0.375', '--RngRun=22', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
