Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.804s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	19	13.4	13.4	14.2	17.8	13.6	15.4	17.6
61	0	0	1283.2	1897.6	1990.4	1792	1478.4	1900.8
62	0	0	1017.6	1721.6	1753.6	1123.2	1491.2	1529.6
63	0	0	1219.2	1289.6	1228.8	1392	944	1219.2
64	0	0	1254.4	1328	1187.2	1145.6	1193.6	1286.4
65	0	0	1004.8	1184	1715.2	1286.4	1302.4	1430.4
66	0	0	1603.2	1228.8	1180.8	1430.4	1280	1411.2
67	0	0	1244.8	1315.2	1289.6	1379.2	1356.8	985.6
68	0	0	1081.6	1558.4	1379.2	803.2	1564.8	1366.4
69	0	0	1510.4	1193.6	1065.6	1404.8	982.4	1542.4
70	0	0	1401.6	1190.4	1388.8	1145.6	1132.8	1417.6
71	0	0	1305.6	1113.6	1488	1392	1555.2	1241.6
72	0	0	841.6	1353.6	1158.4	1190.4	1417.6	1424
73	0	0	918.4	1321.6	1043.2	1155.2	1363.2	899.2
74	0	0	1187.2	1344	1161.6	1209.6	1238.4	1289.6
75	0	0	1148.8	1110.4	1084.8	1014.4	1440	908.8
76	0	0	1494.4	1200	1107.2	1382.4	1241.6	1216
77	0	0	1440	1174.4	1420.8	1094.4	1187.2	1091.2
78	0	0	1420.8	1260.8	1094.4	1484.8	1456	1539.2
79	0	0	825.6	1584	1270.4	1420.8	1376	1280
80	0	0	1177.6	1212.8	1190.4	822.4	1408	1542.4
81	0	0	1177.6	1308.8	1420.8	1286.4	1350.4	1001.6
82	0	0	1100.8	1280	912	1312	1494.4	1145.6
83	0	0	1235.2	1008	1408	1177.6	1190.4	1430.4
84	0	0	1075.2	1510.4	1017.6	1280	1072	1388.8
85	0	0	1100.8	1155.2	947.2	1347.2	1289.6	1260.8
86	0	0	1414.4	1363.2	988.8	892.8	1046.4	1212.8
87	0	0	988.8	1209.6	1299.2	1216	1411.2	1091.2
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=40e6', '--ratio=0.375', '--RngRun=10', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
