Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.831s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	11.6	18	15.4	12.4	15.8	16.2	12.6	17.2
61	0	0	1872	1753.6	1584	1590.4	1264	2371.2
62	0	0	1369.6	1420.8	1555.2	1200	1708.8	1180.8
63	0	0	1523.2	1251.2	1417.6	1337.6	1449.6	1440
64	0	0	1078.4	1206.4	1369.6	1260.8	1548.8	1004.8
65	0	0	1532.8	1680	1171.2	1200	1430.4	1254.4
66	0	0	1321.6	1318.4	1174.4	1363.2	1187.2	1705.6
67	0	0	1296	1193.6	1664	1644.8	1520	1315.2
68	0	0	1468.8	1433.6	1520	1401.6	1257.6	1401.6
69	0	0	1312	1305.6	1382.4	1686.4	1379.2	1264
70	0	0	857.6	1417.6	1804.8	1408	1302.4	1235.2
71	0	0	1417.6	1312	1289.6	1721.6	1241.6	1168
72	0	0	1580.8	1148.8	1433.6	1385.6	1401.6	1462.4
73	0	0	1283.2	1744	1312	944	1276.8	1360
74	0	0	1302.4	1420.8	1408	1753.6	1424	1692.8
75	0	0	1648	1449.6	1276.8	1203.2	1011.2	1651.2
76	0	0	1180.8	1449.6	1187.2	1113.6	1571.2	1468.8
77	0	0	1302.4	960	1068.8	1411.2	1033.6	1171.2
78	0	0	1296	1411.2	1200	1548.8	1180.8	1257.6
79	0	0	1238.4	1318.4	1532.8	1625.6	998.4	1190.4
80	0	0	1180.8	1548.8	1187.2	1491.2	1241.6	1292.8
81	0	0	1456	1142.4	1113.6	1216	1276.8	1206.4
82	0	0	1286.4	1216	1280	1270.4	1139.2	1264
83	0	0	1398.4	1257.6	1132.8	988.8	1254.4	1580.8
84	0	0	1081.6	1164.8	1161.6	1395.2	1084.8	1158.4
85	0	0	969.6	1580.8	1312	1049.6	1398.4	1296
86	0	0	1216	1628.8	1324.8	1411.2	1184	1161.6
87	0	0	966.4	1539.2	1280	1321.6	1526.4	1244.8
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=35e6', '--ratio=0.375', '--RngRun=6', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
