Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.765s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	18.4	14.8	16.2	13.6	14	15.6	18	13.8
61	0	0	1126.4	1699.2	1616	1619.2	1152	1689.6
62	0	0	1347.2	1788.8	1430.4	1884.8	1436.8	1609.6
63	0	0	1289.6	1520	1459.2	1545.6	1558.4	1065.6
64	0	0	1286.4	1680	1305.6	1356.8	1097.6	1148.8
65	0	0	1200	1302.4	2019.2	1462.4	1001.6	1462.4
66	0	0	1526.4	1302.4	995.2	1155.2	1526.4	1737.6
67	0	0	1628.8	1286.4	1296	944	1360	1715.2
68	0	0	1257.6	1440	1180.8	1328	1430.4	1283.2
69	0	0	1776	1084.8	1155.2	1376	1206.4	1315.2
70	0	0	1267.2	1190.4	1552	1296	1657.6	1027.2
71	0	0	1657.6	1296	1286.4	1225.6	1228.8	1228.8
72	0	0	950.4	1750.4	1337.6	1238.4	1420.8	1228.8
73	0	0	1187.2	1558.4	1625.6	1020.8	1472	1500.8
74	0	0	1564.8	912	1961.6	998.4	1337.6	1440
75	0	0	1452.8	1379.2	1625.6	819.2	1763.2	1404.8
76	0	0	1484.8	1980.8	1254.4	1420.8	1206.4	969.6
77	0	0	1203.2	1292.8	1481.6	1120	1712	1305.6
78	0	0	1382.4	1366.4	1388.8	1244.8	1628.8	1548.8
79	0	0	1584	864	1708.8	1091.2	1603.2	1366.4
80	0	0	1414.4	1315.2	1414.4	969.6	1312	1283.2
81	0	0	1331.2	880	1014.4	1804.8	1827.2	1305.6
82	0	0	1555.2	940.8	1667.2	1155.2	1305.6	1353.6
83	0	0	1401.6	1062.4	1792	1136	1491.2	1174.4
84	0	0	1356.8	1148.8	1424	1222.4	1292.8	1520
85	0	0	1424	1177.6	1270.4	1520	1520	1513.6
86	0	0	1356.8	1385.6	956.8	2054.4	1190.4	1660.8
87	0	0	1865.6	1622.4	1545.6	860.8	1017.6	1472
88	0	0	1174.4	1776	1916.8	1548.8	1203.2	963.2
89	0	0	1641.6	1664	1052.8	1283.2	1347.2	1251.2
90	0	0	1545.6	1504	992	1299.2	1190.4	1702.4
avg	0	0	1408	1372.37	1424.21	1300.05	1383.25	1374.93
delay	0.25	0.256757	492.288	474.686	479.832	484.195	481.162	476.205
loss	0	0	0.115741	0.334325	0.330401	0.122328	0.136197	0.332999
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=25e6', '--ratio=0.375', '--RngRun=49', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
