Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.729s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	15.8	13.4	13.8	14.4	14	12.4	13.4	12.8
61	0	0	2182.4	1203.2	1648	1248	1587.2	1929.6
62	0	0	1190.4	1660.8	1363.2	1360	1238.4	2227.2
63	0	0	1142.4	1366.4	1542.4	1580.8	1376	1187.2
64	0	0	1104	1126.4	1152	1091.2	1136	1360
65	0	0	1203.2	1488	1324.8	1206.4	1526.4	1251.2
66	0	0	1292.8	1369.6	1171.2	998.4	1350.4	1212.8
67	0	0	1376	1136	1168	1283.2	1155.2	1436.8
68	0	0	1212.8	1190.4	1148.8	1433.6	1164.8	1372.8
69	0	0	1340.8	1190.4	1289.6	1164.8	1177.6	1315.2
70	0	0	1315.2	1324.8	1219.2	1369.6	1148.8	944
71	0	0	1094.4	908.8	1120	921.6	1315.2	1491.2
72	0	0	1660.8	1142.4	1571.2	1046.4	1414.4	1360
73	0	0	960	1443.2	1110.4	1203.2	1388.8	1062.4
74	0	0	1251.2	1145.6	1372.8	1324.8	1459.2	1251.2
75	0	0	1244.8	1193.6	998.4	1241.6	1369.6	1056
76	0	0	912	1600	979.2	1174.4	889.6	1337.6
77	0	0	1462.4	1171.2	998.4	1344	1107.2	1427.2
78	0	0	1443.2	1430.4	1395.2	1337.6	934.4	1273.6
79	0	0	937.6	1196.8	1420.8	1155.2	1145.6	944
80	0	0	1059.2	1398.4	880	1305.6	1225.6	1478.4
81	0	0	1142.4	1129.6	1420.8	1081.6	1180.8	1238.4
82	0	0	1145.6	1440	1091.2	1350.4	1302.4	1145.6
83	0	0	953.6	1472	1123.2	1619.2	1017.6	1248
84	0	0	1136	1248	998.4	1356.8	1062.4	1433.6
85	0	0	1206.4	1222.4	960	1193.6	1379.2	1443.2
86	0	0	1513.6	1235.2	988.8	1446.4	1148.8	918.4
87	0	0	1337.6	1228.8	1152	1462.4	1315.2	1017.6
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=40e6', '--ratio=0.375', '--RngRun=30', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
