Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.937s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	14.2	14.2	14.4	14.4	15.2	17.6	17.8	15.2
61	0	0	1136	1952	1286.4	1193.6	2172.8	1356.8
62	0	0	2070.4	1260.8	723.2	1270.4	1801.6	1020.8
63	0	0	1136	1164.8	1299.2	1468.8	1257.6	985.6
64	0	0	1488	1369.6	1174.4	992	886.4	969.6
65	0	0	1120	1187.2	1011.2	1443.2	1212.8	1097.6
66	0	0	1094.4	1027.2	1148.8	1056	1276.8	1212.8
67	0	0	1459.2	809.6	1296	1072	1324.8	1657.6
68	0	0	1091.2	1184	1056	1369.6	1248	1184
69	0	0	1340.8	1126.4	1225.6	1507.2	1136	1244.8
70	0	0	1276.8	1209.6	841.6	1088	1225.6	1187.2
71	0	0	1433.6	1145.6	912	915.2	1308.8	976
72	0	0	1136	1046.4	1072	1411.2	1235.2	1059.2
73	0	0	1315.2	1376	1065.6	1174.4	1315.2	1068.8
74	0	0	1248	992	1267.2	1555.2	1107.2	1340.8
75	0	0	1353.6	992	1084.8	1545.6	1347.2	928
76	0	0	1558.4	1145.6	1264	1120	969.6	1260.8
77	0	0	1158.4	1350.4	1190.4	1382.4	1024	1078.4
78	0	0	1286.4	1094.4	1308.8	1024	921.6	1264
79	0	0	1484.8	1580.8	1347.2	966.4	1193.6	1510.4
80	0	0	1398.4	1398.4	1225.6	1296	1104	1180.8
81	0	0	1308.8	1395.2	1548.8	1955.2	819.2	1142.4
82	0	0	1155.2	1286.4	1152	1347.2	1257.6	1177.6
83	0	0	1321.6	1494.4	960	1248	1382.4	1328
84	0	0	915.2	1558.4	1081.6	918.4	1312	1270.4
85	0	0	1177.6	1219.2	953.6	1225.6	1024	1267.2
86	0	0	1539.2	1209.6	1228.8	953.6	1196.8	1132.8
87	0	0	1318.4	1491.2	1193.6	1340.8	1168	1113.6
88	0	0	1334.4	1286.4	1046.4	1273.6	1344	905.6
89	0	0	1414.4	1228.8	1145.6	1292.8	1203.2	1302.4
90	0	0	1193.6	1088	1372.8	1456	1200	1292.8
avg	0	0	1308.8	1255.68	1149.44	1262.08	1232.53	1183.89
delay	0.253521	0.253521	520.032	517.961	515.751	524.629	510.477	500.348
loss	0	0	0.496644	0.293142	0.568807	0.30102	0.292468	0.149954
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=30e6', '--ratio=0.375', '--RngRun=48', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
