Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.894s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	13.6	13.8	16.2	12.8	16.2	15.4	16.2	16.4
61	0	0	1948.8	1651.2	1689.6	1580.8	1961.6	1427.2
62	0	0	1843.2	1603.2	1878.4	1251.2	1571.2	1718.4
63	0	0	1465.6	1392	1328	1334.4	1280	1388.8
64	0	0	1443.2	1145.6	1372.8	1667.2	1321.6	1270.4
65	0	0	1011.2	1449.6	1577.6	1443.2	1513.6	1641.6
66	0	0	1302.4	1449.6	1468.8	1459.2	1433.6	1376
67	0	0	1187.2	1657.6	1324.8	1609.6	1296	972.8
68	0	0	1174.4	1526.4	1484.8	1353.6	1440	1388.8
69	0	0	1625.6	1516.8	1715.2	1296	1478.4	1574.4
70	0	0	1516.8	1264	1414.4	1222.4	1440	1564.8
71	0	0	1462.4	1420.8	1158.4	1689.6	1360	1532.8
72	0	0	1443.2	1347.2	1705.6	1462.4	1225.6	1372.8
73	0	0	1715.2	1161.6	1260.8	1532.8	1532.8	1398.4
74	0	0	1609.6	1564.8	1494.4	1312	1318.4	1068.8
75	0	0	1593.6	1555.2	1510.4	1209.6	1363.2	1379.2
76	0	0	1286.4	1398.4	1302.4	1251.2	1312	1228.8
77	0	0	1372.8	1385.6	1219.2	1184	1193.6	1177.6
78	0	0	1315.2	1488	1241.6	1446.4	1692.8	1532.8
79	0	0	1196.8	1632	1276.8	1443.2	1545.6	1590.4
80	0	0	1280	1440	1529.6	1875.2	1020.8	1276.8
81	0	0	1763.2	1660.8	1385.6	1027.2	1792	1296
82	0	0	1382.4	1811.2	1612.8	1139.2	1904	1763.2
83	0	0	1449.6	1347.2	1776	1065.6	1894.4	1148.8
84	0	0	1321.6	1596.8	1136	1532.8	1232	1532.8
85	0	0	1545.6	1184	1302.4	1216	1273.6	1827.2
86	0	0	1270.4	1737.6	1664	1728	1379.2	992
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=30e6', '--ratio=0.375', '--RngRun=46', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
