Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.889s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16.6	14.2	14	14	19.4	17.6	12.4	14	13.6	13.6
61	0	0	732.8	1206.4	918.4	1404.8	889.6	624	892.8	745.6
62	0	0	784	438.4	976	713.6	1088	784	835.2	646.4
63	0	0	400	662.4	643.2	806.4	796.8	572.8	771.2	486.4
64	0	0	774.4	572.8	857.6	812.8	940.8	480	800	489.6
65	0	0	787.2	764.8	604.8	796.8	998.4	534.4	595.2	1001.6
66	0	0	643.2	646.4	758.4	595.2	841.6	902.4	592	624
67	0	0	768	508.8	822.4	1123.2	742.4	553.6	758.4	489.6
68	0	0	611.2	515.2	790.4	1059.2	819.2	822.4	617.6	803.2
69	0	0	390.4	572.8	924.8	720	595.2	889.6	534.4	720
70	0	0	556.8	662.4	537.6	720	940.8	854.4	540.8	1043.2
71	0	0	460.8	790.4	672	793.6	579.2	643.2	569.6	476.8
72	0	0	534.4	838.4	675.2	659.2	883.2	553.6	755.2	550.4
73	0	0	608	905.6	745.6	572.8	646.4	729.6	668.8	563.2
74	0	0	604.8	576	905.6	601.6	944	704	848	419.2
75	0	0	416	678.4	729.6	675.2	924.8	752	822.4	320
76	0	0	483.2	835.2	630.4	668.8	489.6	684.8	764.8	624
77	0	0	569.6	611.2	611.2	761.6	780.8	611.2	697.6	521.6
78	0	0	473.6	953.6	633.6	841.6	524.8	825.6	704	662.4
79	0	0	572.8	800	652.8	688	755.2	662.4	710.4	576
80	0	0	441.6	796.8	758.4	624	659.2	713.6	684.8	806.4
81	0	0	704	572.8	742.4	832	761.6	556.8	844.8	505.6
82	0	0	608	784	819.2	816	828.8	646.4	585.6	550.4
83	0	0	518.4	806.4	1139.2	604.8	902.4	560	732.8	854.4
84	0	0	720	755.2	732.8	688	470.4	764.8	992	790.4
85	0	0	764.8	544	604.8	700.8	899.2	780.8	761.6	608
86	0	0	697.6	576	569.6	867.2	518.4	854.4	1046.4	259.2
87	0	0	614.4	857.6	851.2	576	672	569.6	889.6	428.8
88	0	0	467.2	422.4	467.2	934.4	761.6	803.2	992	841.6
89	0	0	924.8	902.4	409.6	860.8	502.4	566.4	585.6	729.6
90	0	0	531.2	800	700.8	614.4	848	630.4	803.2	678.4
avg	0	0	605.44	711.893	729.493	771.093	766.827	687.68	746.56	627.2
delay	0.253012	0.253521	549.524	505.204	520.73	511.833	515.377	504.002	514.127	554.466
loss	0	0	0.772783	0.64	0.395274	0.33809	0.656036	0.224359	0.631138	0.552381
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=10', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
