Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.556s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	12.6	15.4	15	13.8	12.6	15.4	14.8	13.2	13.6	13
61	0	0	531.2	636.8	720	960	1062.4	1033.6	969.6	851.2
62	0	0	995.2	924.8	681.6	1180.8	774.4	934.4	860.8	780.8
63	0	0	784	883.2	1123.2	892.8	736	1011.2	956.8	1113.6
64	0	0	918.4	902.4	876.8	739.2	940.8	691.2	764.8	950.4
65	0	0	800	940.8	976	873.6	1030.4	1068.8	966.4	1036.8
66	0	0	835.2	985.6	787.2	928	720	1043.2	889.6	860.8
67	0	0	995.2	1004.8	1184	678.4	1004.8	1059.2	892.8	896
68	0	0	1139.2	848	656	844.8	1027.2	1094.4	1014.4	1148.8
69	0	0	1302.4	944	777.6	1072	1033.6	729.6	716.8	1113.6
70	0	0	732.8	784	1248	873.6	889.6	1078.4	1100.8	931.2
71	0	0	934.4	1129.6	908.8	1158.4	851.2	985.6	876.8	953.6
72	0	0	928	908.8	940.8	876.8	1036.8	1136	812.8	1027.2
73	0	0	988.8	1110.4	1136	835.2	1043.2	841.6	758.4	803.2
74	0	0	873.6	841.6	723.2	1017.6	1027.2	966.4	908.8	1308.8
75	0	0	1017.6	928	937.6	908.8	899.2	611.2	921.6	889.6
76	0	0	1161.6	899.2	988.8	832	844.8	950.4	937.6	928
77	0	0	979.2	774.4	1254.4	822.4	864	688	1001.6	940.8
78	0	0	966.4	912	1014.4	1020.8	1196.8	905.6	934.4	787.2
79	0	0	912	1062.4	531.2	1158.4	800	912	1273.6	1094.4
80	0	0	940.8	953.6	1200	1024	924.8	851.2	787.2	1017.6
81	0	0	960	1142.4	947.2	1030.4	1062.4	870.4	896	844.8
82	0	0	982.4	992	960	838.4	1148.8	1155.2	889.6	787.2
83	0	0	960	1020.8	1209.6	752	972.8	860.8	985.6	915.2
84	0	0	1056	1036.8	796.8	844.8	947.2	1088	1024	937.6
85	0	0	1180.8	848	928	1078.4	755.2	1136	563.2	1107.2
86	0	0	1155.2	950.4	1228.8	777.6	848	1180.8	636.8	1008
87	0	0	729.6	1123.2	649.6	777.6	873.6	1212.8	1164.8	1075.2
88	0	0	902.4	896	726.4	969.6	969.6	1027.2	1024	1187.2
89	0	0	796.8	889.6	889.6	758.4	1273.6	729.6	1059.2	1094.4
90	0	0	1072	768	1036.8	803.2	841.6	966.4	1107.2	1068.8
avg	0	0	951.04	934.72	934.613	910.933	946.667	960.64	923.2	981.973
delay	0.349206	0.25974	70.2598	71.7596	67.3326	65.8914	73.6481	68.127	68.289	71.8225
loss	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=15e6', '--ratio=0.375', '--RngRun=12', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
