Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.008s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	13.8	15.6	14.6	16	15	13.8	12.2	16.4	15.6	17
61	0	0	691.2	521.6	569.6	483.2	739.2	640	608	620.8
62	0	0	752	624	438.4	716.8	704	694.4	470.4	726.4
63	0	0	694.4	704	537.6	630.4	841.6	534.4	652.8	854.4
64	0	0	627.2	713.6	608	601.6	518.4	713.6	816	563.2
65	0	0	646.4	617.6	608	617.6	489.6	646.4	598.4	681.6
66	0	0	576	704	592	393.6	486.4	652.8	796.8	617.6
67	0	0	688	550.4	604.8	486.4	576	518.4	745.6	611.2
68	0	0	598.4	582.4	729.6	582.4	502.4	700.8	652.8	576
69	0	0	483.2	755.2	796.8	611.2	755.2	704	422.4	521.6
70	0	0	809.6	723.2	681.6	624	528	467.2	777.6	528
71	0	0	534.4	652.8	672	665.6	553.6	700.8	752	688
72	0	0	556.8	505.6	726.4	688	668.8	528	406.4	470.4
73	0	0	521.6	633.6	758.4	684.8	828.8	534.4	572.8	739.2
74	0	0	614.4	774.4	745.6	771.2	547.2	528	582.4	675.2
75	0	0	630.4	649.6	604.8	649.6	710.4	556.8	742.4	598.4
76	0	0	451.2	636.8	409.6	598.4	534.4	736	582.4	662.4
77	0	0	572.8	611.2	412.8	662.4	454.4	793.6	444.8	758.4
78	0	0	547.2	496	723.2	665.6	857.6	566.4	627.2	595.2
79	0	0	640	720	748.8	595.2	531.2	566.4	547.2	608
80	0	0	451.2	656	777.6	425.6	684.8	659.2	668.8	659.2
81	0	0	505.6	572.8	515.2	576	614.4	528	617.6	729.6
82	0	0	508.8	560	640	582.4	518.4	540.8	502.4	873.6
83	0	0	505.6	403.2	716.8	649.6	947.2	515.2	720	582.4
84	0	0	838.4	592	720	633.6	832	540.8	448	582.4
85	0	0	614.4	624	768	720	553.6	627.2	515.2	592
86	0	0	595.2	713.6	595.2	371.2	492.8	758.4	544	624
87	0	0	729.6	595.2	572.8	630.4	828.8	700.8	566.4	601.6
88	0	0	649.6	582.4	483.2	521.6	588.8	611.2	595.2	726.4
89	0	0	588.8	656	713.6	528	544	617.6	636.8	790.4
90	0	0	624	617.6	630.4	547.2	755.2	489.6	649.6	723.2
avg	0	0	608.213	624.96	636.693	597.12	639.573	612.373	608.747	652.693
delay	0.246377	0.269231	4.28107	3.41414	6.20282	6.10638	3.66894	4.37901	3.87692	6.25067
loss	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=10e6', '--ratio=0.375', '--RngRun=13', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
