Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.896s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	13.2	13	13.6	12.4	12.8	15.8	17.8	16.6	14.2	15
61	0	0	1436.8	611.2	1324.8	547.2	899.2	1123.2	758.4	659.2
62	0	0	716.8	736	624	745.6	723.2	704	700.8	556.8
63	0	0	400	736	761.6	752	857.6	601.6	668.8	528
64	0	0	556.8	576	675.2	544	953.6	825.6	739.2	345.6
65	0	0	358.4	627.2	720	777.6	774.4	870.4	556.8	428.8
66	0	0	566.4	460.8	569.6	630.4	848	745.6	617.6	668.8
67	0	0	630.4	598.4	646.4	598.4	726.4	764.8	630.4	496
68	0	0	425.6	665.6	851.2	761.6	649.6	691.2	550.4	537.6
69	0	0	320	758.4	707.2	652.8	460.8	755.2	774.4	508.8
70	0	0	304	630.4	630.4	662.4	956.8	764.8	838.4	659.2
71	0	0	624	761.6	659.2	793.6	777.6	678.4	592	544
72	0	0	464	809.6	521.6	835.2	595.2	841.6	611.2	620.8
73	0	0	428.8	678.4	499.2	803.2	793.6	720	809.6	460.8
74	0	0	294.4	716.8	675.2	659.2	777.6	534.4	969.6	524.8
75	0	0	675.2	796.8	771.2	598.4	627.2	640	848	531.2
76	0	0	406.4	556.8	697.6	656	704	822.4	694.4	617.6
77	0	0	544	652.8	768	572.8	678.4	752	835.2	560
78	0	0	515.2	627.2	582.4	476.8	822.4	662.4	608	336
79	0	0	643.2	422.4	1017.6	710.4	761.6	780.8	617.6	496
80	0	0	428.8	643.2	780.8	531.2	640	572.8	844.8	499.2
81	0	0	595.2	604.8	492.8	819.2	809.6	636.8	662.4	646.4
82	0	0	611.2	617.6	656	691.2	665.6	758.4	729.6	662.4
83	0	0	569.6	867.2	678.4	812.8	688	704	675.2	419.2
84	0	0	627.2	496	688	848	777.6	729.6	560	544
85	0	0	464	489.6	758.4	643.2	819.2	627.2	816	396.8
86	0	0	451.2	710.4	800	697.6	982.4	480	691.2	435.2
87	0	0	646.4	588.8	755.2	512	691.2	851.2	1062.4	678.4
88	0	0	483.2	531.2	710.4	595.2	745.6	713.6	710.4	480
89	0	0	441.6	486.4	857.6	633.6	691.2	1014.4	566.4	467.2
90	0	0	403.2	544	537.6	739.2	873.6	784	822.4	566.4
avg	0	0	534.4	633.387	713.92	676.693	759.04	738.347	718.72	529.173
delay	0.272727	0.261538	556.983	513.045	550.279	551.602	513.452	552.703	552.111	552.161
loss	0	0	0.478982	0.243824	0.515315	0.767484	0.241851	0.771958	0.479452	0.767462
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=35e6', '--ratio=0.375', '--RngRun=47', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
