Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.832s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	14.2	17.4	14.4	11.4	18.8	13.6	12.6	12.6	14.4	14.8
61	0	0	1001.6	1036.8	755.2	1120	601.6	979.2	1014.4	944
62	0	0	467.2	761.6	1088	1049.6	764.8	691.2	822.4	806.4
63	0	0	448	851.2	684.8	713.6	508.8	761.6	1152	582.4
64	0	0	697.6	668.8	633.6	806.4	646.4	800	800	496
65	0	0	544	681.6	832	809.6	585.6	697.6	595.2	608
66	0	0	572.8	691.2	457.6	816	601.6	643.2	774.4	518.4
67	0	0	572.8	643.2	668.8	617.6	838.4	822.4	508.8	518.4
68	0	0	480	713.6	896	630.4	656	800	704	710.4
69	0	0	844.8	793.6	646.4	505.6	476.8	582.4	819.2	659.2
70	0	0	409.6	617.6	748.8	668.8	656	771.2	758.4	531.2
71	0	0	665.6	732.8	726.4	838.4	524.8	678.4	768	716.8
72	0	0	396.8	691.2	784	742.4	774.4	774.4	624	531.2
73	0	0	764.8	726.4	688	665.6	1043.2	899.2	617.6	611.2
74	0	0	499.2	947.2	716.8	604.8	851.2	713.6	576	585.6
75	0	0	595.2	684.8	729.6	553.6	889.6	704	953.6	470.4
76	0	0	492.8	1081.6	521.6	1062.4	816	659.2	710.4	755.2
77	0	0	688	614.4	665.6	848	643.2	768	707.2	576
78	0	0	470.4	761.6	700.8	700.8	678.4	777.6	697.6	486.4
79	0	0	531.2	601.6	854.4	764.8	742.4	604.8	524.8	636.8
80	0	0	729.6	960	614.4	675.2	540.8	771.2	825.6	979.2
81	0	0	473.6	758.4	819.2	624	825.6	585.6	640	838.4
82	0	0	556.8	755.2	716.8	832	550.4	569.6	729.6	620.8
83	0	0	502.4	476.8	627.2	592	803.2	825.6	764.8	726.4
84	0	0	739.2	630.4	563.2	988.8	566.4	534.4	1078.4	553.6
85	0	0	512	592	870.4	883.2	761.6	684.8	700.8	713.6
86	0	0	457.6	668.8	848	582.4	944	761.6	867.2	572.8
87	0	0	496	556.8	912	742.4	796.8	572.8	550.4	585.6
88	0	0	550.4	768	867.2	803.2	681.6	508.8	659.2	822.4
89	0	0	672	1062.4	614.4	809.6	659.2	704	684.8	678.4
90	0	0	659.2	694.4	499.2	777.6	627.2	870.4	790.4	713.6
avg	0	0	583.04	740.8	725.013	760.96	701.867	717.227	747.307	651.627
delay	0.267606	0.264368	532.984	525.443	523.764	512.138	517.857	494.797	502.34	543.467
loss	0	0	0.785143	0.393443	0.397059	0.396745	0.337531	0.253505	0.658596	0.534045
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=8', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
