Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.784s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	13.8	16.8	16.4	16	16.4	14.8	16	14.4	17.8	15
61	0	0	892.8	1152	777.6	771.2	1068.8	1065.6	908.8	979.2
62	0	0	566.4	582.4	838.4	764.8	633.6	950.4	716.8	784
63	0	0	531.2	1065.6	620.8	771.2	672	697.6	556.8	438.4
64	0	0	518.4	556.8	732.8	601.6	777.6	758.4	784	665.6
65	0	0	339.2	531.2	736	700.8	636.8	806.4	876.8	809.6
66	0	0	668.8	960	518.4	681.6	588.8	598.4	790.4	966.4
67	0	0	633.6	652.8	643.2	617.6	627.2	668.8	761.6	700.8
68	0	0	704	582.4	537.6	700.8	694.4	540.8	860.8	544
69	0	0	803.2	720	588.8	832	851.2	697.6	720	633.6
70	0	0	854.4	697.6	720	806.4	832	515.2	755.2	924.8
71	0	0	560	803.2	732.8	809.6	812.8	502.4	739.2	592
72	0	0	528	556.8	707.2	598.4	912	707.2	758.4	582.4
73	0	0	716.8	483.2	848	755.2	825.6	624	544	640
74	0	0	521.6	892.8	566.4	560	758.4	748.8	569.6	668.8
75	0	0	611.2	617.6	816	579.2	652.8	624	1072	390.4
76	0	0	710.4	592	771.2	614.4	579.2	915.2	464	563.2
77	0	0	524.8	825.6	752	649.6	688	758.4	761.6	662.4
78	0	0	464	780.8	854.4	716.8	742.4	592	838.4	348.8
79	0	0	544	668.8	688	646.4	787.2	825.6	656	566.4
80	0	0	688	544	748.8	739.2	761.6	665.6	694.4	620.8
81	0	0	518.4	768	556.8	707.2	569.6	537.6	905.6	345.6
82	0	0	499.2	588.8	572.8	790.4	787.2	796.8	540.8	496
83	0	0	592	848	684.8	617.6	598.4	572.8	534.4	598.4
84	0	0	432	646.4	876.8	684.8	838.4	713.6	732.8	534.4
85	0	0	617.6	1014.4	448	588.8	627.2	595.2	595.2	803.2
86	0	0	592	812.8	620.8	646.4	665.6	860.8	812.8	720
87	0	0	652.8	800	592	534.4	803.2	848	710.4	633.6
88	0	0	521.6	547.2	668.8	732.8	755.2	588.8	905.6	460.8
89	0	0	643.2	659.2	806.4	704	780.8	588.8	563.2	419.2
90	0	0	745.6	627.2	764.8	649.6	912	556.8	704	416
avg	0	0	606.507	719.253	693.013	685.76	741.333	697.387	727.787	616.96
delay	0.275362	0.27381	554.967	500.425	526.498	526.681	530.957	521.557	525.675	564.994
loss	0	0	0.785859	0.249377	0.698487	0.710989	0.396629	0.701934	0.407568	0.592405
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=33', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
