Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.553s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	14	13.6	14.4	19.4	13.8	14.4	12.8	16.4	13.4	17
61	0	0	1008	1046.4	976	1030.4	1043.2	729.6	646.4	848
62	0	0	886.4	825.6	547.2	560	969.6	755.2	1084.8	550.4
63	0	0	524.8	582.4	800	691.2	835.2	739.2	851.2	662.4
64	0	0	518.4	806.4	652.8	563.2	956.8	579.2	720	684.8
65	0	0	489.6	588.8	912	812.8	800	739.2	985.6	620.8
66	0	0	630.4	742.4	780.8	739.2	723.2	652.8	684.8	636.8
67	0	0	489.6	729.6	848	592	777.6	441.6	771.2	646.4
68	0	0	713.6	633.6	678.4	758.4	633.6	627.2	732.8	377.6
69	0	0	627.2	608	505.6	617.6	1116.8	656	784	528
70	0	0	1017.6	409.6	720	697.6	774.4	691.2	790.4	729.6
71	0	0	534.4	672	556.8	710.4	854.4	742.4	758.4	672
72	0	0	518.4	540.8	547.2	659.2	694.4	969.6	841.6	608
73	0	0	585.6	921.6	665.6	832	739.2	1104	563.2	579.2
74	0	0	473.6	800	611.2	755.2	508.8	582.4	857.6	697.6
75	0	0	521.6	470.4	761.6	988.8	633.6	812.8	716.8	448
76	0	0	496	803.2	656	630.4	867.2	921.6	681.6	633.6
77	0	0	569.6	880	905.6	700.8	540.8	838.4	940.8	608
78	0	0	633.6	934.4	780.8	739.2	806.4	678.4	761.6	512
79	0	0	499.2	649.6	809.6	710.4	553.6	832	819.2	332.8
80	0	0	572.8	752	944	780.8	588.8	924.8	406.4	550.4
81	0	0	694.4	508.8	937.6	748.8	816	636.8	755.2	736
82	0	0	720	758.4	857.6	716.8	761.6	848	499.2	582.4
83	0	0	579.2	604.8	582.4	806.4	684.8	729.6	643.2	704
84	0	0	528	691.2	672	627.2	780.8	988.8	649.6	633.6
85	0	0	502.4	748.8	988.8	598.4	755.2	748.8	713.6	502.4
86	0	0	880	1043.2	921.6	828.8	566.4	745.6	640	470.4
87	0	0	633.6	617.6	800	784	876.8	460.8	1036.8	707.2
88	0	0	528	662.4	617.6	694.4	758.4	1168	723.2	492.8
89	0	0	716.8	579.2	812.8	640	630.4	835.2	726.4	630.4
90	0	0	547.2	752	832	736	467.2	838.4	864	496
avg	0	0	621.333	712.107	756.053	725.013	750.507	767.253	754.987	596.053
delay	0.257143	0.25	522.591	511.916	501.594	509.03	513.287	501.84	525.181	559.44
loss	0	0	0.396843	0.635723	0.232323	0.6625	0.652375	0.226365	0.648961	0.561856
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=5', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
