Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.067s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16	14	15.8	14	15.6	15.8	16.2	14.8	12.8	15.4
61	0	0	310.4	1276.8	1062.4	905.6	924.8	700.8	1254.4	563.2
62	0	0	992	700.8	998.4	1036.8	611.2	908.8	1097.6	697.6
63	0	0	512	1020.8	844.8	841.6	665.6	793.6	643.2	748.8
64	0	0	636.8	707.2	777.6	483.2	1052.8	780.8	652.8	643.2
65	0	0	505.6	646.4	870.4	678.4	985.6	857.6	636.8	889.6
66	0	0	560	656	416	448	1062.4	617.6	1132.8	1145.6
67	0	0	1110.4	784	1043.2	617.6	614.4	627.2	585.6	601.6
68	0	0	672	556.8	777.6	988.8	854.4	761.6	748.8	972.8
69	0	0	729.6	537.6	688	713.6	656	694.4	697.6	976
70	0	0	1065.6	691.2	864	787.2	838.4	608	620.8	716.8
71	0	0	748.8	963.2	585.6	953.6	870.4	787.2	624	662.4
72	0	0	790.4	409.6	956.8	588.8	1136	988.8	614.4	867.2
73	0	0	777.6	768	713.6	710.4	1020.8	672	844.8	656
74	0	0	819.2	566.4	835.2	1113.6	928	592	489.6	649.6
75	0	0	931.2	1059.2	809.6	416	758.4	659.2	908.8	668.8
76	0	0	912	771.2	771.2	889.6	768	787.2	614.4	646.4
77	0	0	553.6	841.6	390.4	934.4	841.6	1040	633.6	649.6
78	0	0	793.6	531.2	729.6	550.4	726.4	953.6	822.4	918.4
79	0	0	764.8	896	816	732.8	646.4	588.8	796.8	595.2
80	0	0	643.2	908.8	838.4	915.2	758.4	848	537.6	630.4
81	0	0	617.6	448	976	1046.4	896	544	1040	556.8
82	0	0	819.2	921.6	1040	547.2	649.6	886.4	643.2	585.6
83	0	0	435.2	665.6	656	723.2	688	940.8	736	1113.6
84	0	0	550.4	1212.8	960	499.2	649.6	729.6	739.2	1033.6
85	0	0	825.6	761.6	1004.8	710.4	412.8	825.6	892.8	739.2
86	0	0	972.8	761.6	595.2	1180.8	764.8	467.2	822.4	972.8
87	0	0	627.2	864	476.8	912	793.6	1107.2	860.8	620.8
88	0	0	870.4	854.4	556.8	764.8	595.2	665.6	1100.8	870.4
89	0	0	448	502.4	1184	1027.2	1004.8	694.4	867.2	854.4
90	0	0	672	1196.8	1088	585.6	502.4	697.6	1072	563.2
avg	0	0	722.24	782.72	810.88	776.747	789.227	760.853	791.04	760.32
delay	0.35	0.285714	496.472	485.166	494.892	483.749	495.939	490.354	491.6	491.656
loss	0	0	0.55313	0.240858	0.21197	0.563107	0.203216	0.204545	0.214838	0.523308
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=25e6', '--ratio=0.375', '--RngRun=24', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
