Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.786s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	13.8	16.2	16.6	16.4	14.6	13.6	12.6	15.4	13.4	12.2
61	0	0	761.6	1097.6	1196.8	867.2	860.8	921.6	918.4	1030.4
62	0	0	800	972.8	902.4	937.6	697.6	796.8	1081.6	902.4
63	0	0	940.8	803.2	921.6	585.6	707.2	780.8	752	966.4
64	0	0	864	956.8	755.2	672	752	803.2	537.6	742.4
65	0	0	601.6	668.8	758.4	713.6	915.2	1136	569.6	614.4
66	0	0	1072	636.8	662.4	825.6	761.6	793.6	624	716.8
67	0	0	547.2	803.2	524.8	473.6	761.6	883.2	793.6	579.2
68	0	0	908.8	787.2	777.6	864	889.6	912	742.4	492.8
69	0	0	566.4	867.2	819.2	512	649.6	844.8	899.2	736
70	0	0	720	726.4	864	688	812.8	841.6	668.8	755.2
71	0	0	572.8	611.2	640	1152	1126.4	662.4	675.2	560
72	0	0	982.4	627.2	800	684.8	803.2	464	886.4	684.8
73	0	0	832	588.8	595.2	697.6	553.6	969.6	489.6	665.6
74	0	0	784	857.6	627.2	537.6	889.6	1062.4	694.4	595.2
75	0	0	793.6	736	576	1209.6	620.8	732.8	944	819.2
76	0	0	624	681.6	934.4	940.8	979.2	768	505.6	1065.6
77	0	0	595.2	684.8	857.6	822.4	960	579.2	576	931.2
78	0	0	569.6	1078.4	537.6	787.2	732.8	700.8	736	848
79	0	0	976	700.8	752	627.2	809.6	608	841.6	585.6
80	0	0	841.6	665.6	697.6	700.8	684.8	768	822.4	688
81	0	0	758.4	617.6	604.8	787.2	1004.8	547.2	960	620.8
82	0	0	483.2	803.2	867.2	1068.8	604.8	1033.6	716.8	691.2
83	0	0	713.6	684.8	640	800	806.4	553.6	576	745.6
84	0	0	700.8	748.8	1094.4	816	1081.6	742.4	787.2	848
85	0	0	892.8	592	678.4	812.8	1257.6	758.4	678.4	713.6
86	0	0	736	969.6	848	646.4	1008	825.6	777.6	537.6
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=25e6', '--ratio=0.375', '--RngRun=18', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
