Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.807s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16.2	15.2	11.6	15	14.4	14.8	15.2	15.2	16.4	15.2
61	0	0	732.8	1238.4	995.2	1235.2	755.2	1142.4	787.2	505.6
62	0	0	505.6	736	739.2	620.8	880	614.4	636.8	627.2
63	0	0	428.8	656	726.4	803.2	524.8	694.4	681.6	425.6
64	0	0	515.2	764.8	908.8	588.8	764.8	860.8	684.8	428.8
65	0	0	320	755.2	716.8	611.2	912	822.4	697.6	518.4
66	0	0	313.6	777.6	694.4	540.8	1046.4	656	764.8	576
67	0	0	540.8	384	620.8	678.4	800	700.8	678.4	358.4
68	0	0	492.8	684.8	643.2	662.4	611.2	729.6	726.4	393.6
69	0	0	412.8	470.4	905.6	732.8	726.4	595.2	787.2	342.4
70	0	0	659.2	790.4	707.2	633.6	854.4	643.2	790.4	512
71	0	0	409.6	704	697.6	771.2	633.6	560	796.8	544
72	0	0	531.2	729.6	771.2	681.6	608	739.2	604.8	432
73	0	0	428.8	582.4	643.2	787.2	640	748.8	742.4	419.2
74	0	0	585.6	652.8	608	649.6	806.4	764.8	838.4	448
75	0	0	406.4	649.6	803.2	636.8	640	700.8	649.6	409.6
76	0	0	547.2	828.8	505.6	774.4	681.6	569.6	595.2	467.2
77	0	0	278.4	659.2	992	531.2	617.6	812.8	860.8	489.6
78	0	0	416	716.8	672	899.2	889.6	768	726.4	508.8
79	0	0	576	473.6	739.2	627.2	761.6	675.2	556.8	300.8
80	0	0	534.4	832	688	556.8	848	768	726.4	614.4
81	0	0	336	691.2	691.2	572.8	636.8	806.4	582.4	467.2
82	0	0	656	576	627.2	723.2	732.8	534.4	723.2	393.6
83	0	0	508.8	467.2	681.6	790.4	640	704	726.4	384
84	0	0	460.8	601.6	828.8	608	652.8	697.6	752	451.2
85	0	0	550.4	777.6	518.4	758.4	470.4	688	774.4	377.6
86	0	0	476.8	496	624	521.6	595.2	678.4	636.8	700.8
87	0	0	454.4	675.2	892.8	585.6	710.4	585.6	572.8	390.4
88	0	0	444.8	739.2	678.4	918.4	585.6	713.6	566.4	409.6
89	0	0	332.8	521.6	662.4	707.2	486.4	784	636.8	534.4
90	0	0	409.6	460.8	812.8	864	656	681.6	675.2	422.4
avg	0	0	475.52	669.76	726.507	702.4	705.6	714.667	699.307	461.76
delay	0.259259	0.25	573.952	538.193	523.197	523.898	571.624	523.311	521.736	680.407
loss	0	0	0.593023	0.831788	0.25363	0.241692	0.824373	0.214953	0.232717	0.794677
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=40e6', '--ratio=0.375', '--RngRun=17', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
