Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.863s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16.8	16	14.2	16.8	13.2	12.4	14.2	13.8	15.4	13.8
61	0	0	892.8	1232	825.6	803.2	883.2	652.8	995.2	1107.2
62	0	0	675.2	710.4	492.8	668.8	1148.8	851.2	870.4	566.4
63	0	0	486.4	729.6	761.6	745.6	630.4	569.6	787.2	656
64	0	0	537.6	684.8	784	627.2	873.6	720	979.2	467.2
65	0	0	784	1004.8	700.8	617.6	710.4	902.4	729.6	528
66	0	0	604.8	828.8	668.8	678.4	707.2	800	800	787.2
67	0	0	364.8	694.4	873.6	867.2	854.4	649.6	556.8	601.6
68	0	0	480	688	716.8	876.8	908.8	649.6	643.2	512
69	0	0	582.4	585.6	627.2	851.2	819.2	720	854.4	809.6
70	0	0	540.8	582.4	716.8	688	870.4	835.2	675.2	684.8
71	0	0	297.6	467.2	710.4	905.6	768	880	784	784
72	0	0	563.2	467.2	902.4	857.6	579.2	790.4	851.2	508.8
73	0	0	636.8	870.4	812.8	480	918.4	854.4	576	524.8
74	0	0	710.4	851.2	787.2	918.4	515.2	764.8	636.8	752
75	0	0	611.2	604.8	665.6	784	572.8	793.6	745.6	505.6
76	0	0	835.2	844.8	640	992	611.2	627.2	697.6	534.4
77	0	0	624	515.2	844.8	726.4	675.2	630.4	825.6	713.6
78	0	0	624	540.8	582.4	787.2	627.2	704	777.6	508.8
79	0	0	665.6	643.2	857.6	835.2	595.2	723.2	649.6	345.6
80	0	0	563.2	675.2	1024	646.4	716.8	803.2	604.8	598.4
81	0	0	496	550.4	780.8	592	710.4	755.2	819.2	585.6
82	0	0	835.2	816	483.2	828.8	720	649.6	585.6	604.8
83	0	0	425.6	809.6	620.8	777.6	624	710.4	556.8	585.6
84	0	0	665.6	582.4	880	710.4	896	716.8	848	598.4
85	0	0	425.6	486.4	643.2	611.2	716.8	857.6	617.6	409.6
86	0	0	531.2	758.4	630.4	662.4	745.6	864	496	633.6
87	0	0	729.6	707.2	566.4	633.6	876.8	624	739.2	476.8
88	0	0	432	745.6	729.6	720	854.4	659.2	787.2	483.2
89	0	0	483.2	732.8	652.8	656	998.4	816	646.4	406.4
90	0	0	592	598.4	832	662.4	726.4	857.6	592	441.6
avg	0	0	589.867	700.267	727.147	740.373	761.813	747.733	724.267	590.72
delay	0.25	0.25	548.26	532.415	522.613	502.321	502.225	522.365	501.987	509.939
loss	0	0	0.801242	0.42539	0.402503	0.230657	0.244571	0.365985	0.238276	0.681652
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=32', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
