Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.847s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	16	12	17.4	13.8	14	15.8	12.6	14.4	14	13.6
61	0	0	512	704	710.4	598.4	588.8	400	601.6	614.4
62	0	0	508.8	768	550.4	611.2	601.6	588.8	668.8	694.4
63	0	0	470.4	633.6	489.6	665.6	518.4	464	691.2	694.4
64	0	0	640	720	806.4	585.6	540.8	569.6	428.8	409.6
65	0	0	611.2	569.6	595.2	838.4	752	694.4	672	560
66	0	0	665.6	620.8	521.6	819.2	560	672	544	806.4
67	0	0	556.8	620.8	540.8	620.8	774.4	636.8	672	393.6
68	0	0	576	630.4	646.4	745.6	668.8	649.6	620.8	608
69	0	0	505.6	627.2	576	480	758.4	620.8	652.8	464
70	0	0	672	604.8	640	425.6	470.4	438.4	652.8	588.8
71	0	0	560	755.2	633.6	627.2	736	739.2	492.8	707.2
72	0	0	816	745.6	784	723.2	649.6	742.4	569.6	518.4
73	0	0	739.2	854.4	588.8	560	486.4	700.8	630.4	710.4
74	0	0	563.2	697.6	585.6	665.6	534.4	547.2	553.6	572.8
75	0	0	816	611.2	646.4	588.8	646.4	729.6	620.8	790.4
76	0	0	662.4	780.8	675.2	512	700.8	732.8	624	617.6
77	0	0	496	531.2	595.2	582.4	553.6	662.4	560	752
78	0	0	627.2	729.6	553.6	531.2	419.2	585.6	518.4	419.2
79	0	0	601.6	732.8	582.4	547.2	560	694.4	678.4	716.8
80	0	0	569.6	614.4	771.2	550.4	889.6	614.4	668.8	531.2
81	0	0	720	780.8	748.8	739.2	601.6	534.4	700.8	784
82	0	0	668.8	787.2	665.6	764.8	819.2	588.8	601.6	636.8
83	0	0	662.4	716.8	534.4	688	588.8	588.8	681.6	438.4
84	0	0	739.2	678.4	636.8	636.8	611.2	848	729.6	508.8
85	0	0	608	416	691.2	531.2	550.4	732.8	745.6	755.2
86	0	0	739.2	720	672	432	710.4	537.6	547.2	560
87	0	0	825.6	640	704	556.8	384	649.6	579.2	601.6
88	0	0	576	611.2	582.4	684.8	454.4	700.8	665.6	524.8
89	0	0	777.6	470.4	515.2	470.4	457.6	588.8	505.6	633.6
90	0	0	595.2	566.4	790.4	774.4	592	537.6	544	700.8
avg	0	0	636.053	664.64	634.453	618.56	605.973	626.347	614.08	610.453
delay	0.275	0.45	6.41026	3.25256	3.99457	4.27397	4.27762	6.50284	4	6.18598
loss	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=10e6', '--ratio=0.375', '--RngRun=42', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
