Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.756s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	19	14.8	16	14.8	16.6	14.8	14.2	17	16.6	14.4
61	0	0	1094.4	819.2	736	886.4	1142.4	755.2	998.4	880
62	0	0	1059.2	1116.8	755.2	883.2	985.6	819.2	1004.8	899.2
63	0	0	726.4	960	902.4	934.4	672	924.8	652.8	822.4
64	0	0	838.4	771.2	790.4	1011.2	793.6	710.4	912	876.8
65	0	0	985.6	713.6	867.2	700.8	1088	1017.6	908.8	534.4
66	0	0	1148.8	886.4	931.2	864	668.8	860.8	924.8	748.8
67	0	0	1011.2	912	947.2	620.8	838.4	739.2	713.6	873.6
68	0	0	873.6	937.6	812.8	614.4	729.6	1142.4	844.8	790.4
69	0	0	1088	793.6	892.8	902.4	646.4	880	835.2	886.4
70	0	0	550.4	1196.8	780.8	588.8	1049.6	806.4	636.8	1254.4
71	0	0	1008	1190.4	528	1107.2	883.2	880	588.8	992
72	0	0	1065.6	1091.2	1014.4	636.8	576	944	851.2	851.2
73	0	0	617.6	1120	992	870.4	886.4	1020.8	611.2	777.6
74	0	0	560	649.6	480	1142.4	1081.6	812.8	1040	870.4
75	0	0	860.8	864	742.4	848	998.4	924.8	713.6	825.6
76	0	0	889.6	1001.6	880	918.4	672	825.6	876.8	675.2
77	0	0	870.4	857.6	1043.2	800	867.2	854.4	995.2	953.6
78	0	0	921.6	796.8	1062.4	592	752	1014.4	803.2	803.2
79	0	0	672	1136	745.6	595.2	880	732.8	873.6	1100.8
80	0	0	867.2	838.4	803.2	643.2	950.4	940.8	1113.6	752
81	0	0	816	1075.2	835.2	992	649.6	1056	918.4	739.2
82	0	0	928	460.8	889.6	739.2	1043.2	790.4	729.6	1052.8
83	0	0	681.6	1017.6	649.6	816	1008	972.8	1065.6	694.4
84	0	0	672	761.6	796.8	1238.4	771.2	678.4	848	566.4
85	0	0	1385.6	668.8	1020.8	1164.8	912	838.4	636.8	630.4
86	0	0	844.8	883.2	800	704	624	1136	812.8	972.8
87	0	0	972.8	787.2	681.6	1174.4	713.6	816	940.8	1155.2
88	0	0	915.2	611.2	438.4	819.2	860.8	934.4	1257.6	982.4
89	0	0	825.6	716.8	876.8	1072	902.4	956.8	793.6	790.4
90	0	0	864	691.2	777.6	876.8	928	892.8	844.8	745.6
avg	0	0	887.147	877.547	815.787	858.56	852.48	889.28	858.24	849.92
delay	0.252632	0.256757	481.944	482.581	487.921	482.796	481.226	481.361	471.276	482.142
loss	0	0	0.137546	0.0926641	0.105437	0.125984	0.0943396	0.2992	0.277972	0.300826
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=20e6', '--ratio=0.375', '--RngRun=25', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
